essay_id,score,score_bin,grade,ell,prompt_id,word_count,token_count,regime,half_life,delta_max,delta_128,delta_late,ppl_W32,ppl_W64,ppl_W128,ppl_W256,ppl_W384,ppl_W512,auc,log_slope,ratio_128_32,ratio_512_128,slope_early,slope_late
762F8D750987,4,mid,10,non_ELL,Car-free cities,1164,1507,extended,211.9482604154977,2.0126107428970794,0.2208431164238344,1.791767626473245,10.829480229971058,10.770881987389208,10.608637113547225,9.411004570054972,9.122402125128108,8.816869487073978,552.8916242551862,0.794467022247255,0.2653387777293923,8.113305297841219,0.15930463443956377,1.28286941759446
EBFCCFB520CF,4,mid,10,non_ELL,Facial action coding system,749,864,extended,127.62745383835674,4.506585508853975,2.2554741394035247,2.2511113694504505,14.790369786322556,12.90963749872746,12.534895646919033,11.17042750977132,10.782441056907007,10.28378427746858,1571.5896285177055,1.527790068125905,0.8338522950622125,0.998065697195613,1.6269806778853828,1.592659217048171
E50573E4631B,4,mid,8,non_ELL,Mandatory extracurricular activities,747,916,extended,146.9930550578261,1.414486003079956,0.6492783850385591,0.7652076180413969,5.033197478739472,4.862154078186836,4.3839190937009125,3.9932778361679686,3.62483553812904,3.618711475659516,474.4479550346333,0.5598509274110397,0.26343615388101727,1.1785508892244296,0.46835535312576276,0.5940503377941428
58A8BDB13078,4,mid,10,non_ELL,Driverless cars,819,1000,extended,81.76232716692238,1.4043509887751782,1.0687460898103731,0.3356048989648048,10.675677833463066,10.114321425476708,9.606931743652693,9.290407922095776,9.226939824884449,9.271326844687888,582.1762092398286,0.5223482982385299,0.5252476835596737,0.31401742861520165,0.7709373418694484,0.2601668306390191
83F0695E035E,3,mid,9,non_ELL,Does the electoral college work?,746,959,extended,150.52839355771894,0.9227160135304526,0.3922594240627077,0.5304565894677449,8.803371860135183,8.835748041236748,8.411112436072475,8.018513711122909,7.99306597315864,7.88065584660473,299.33766948966235,0.3801695901639381,-0.08253767561844298,1.3523106315042785,0.2829553629186148,0.37008160512810245
FD05FDCEA11B,4,mid,8,non_ELL,Seeking multiple opinions,854,1099,extended,135.0424985514309,2.6543612039857862,1.2695587226334943,1.384802481352292,10.085073374924262,9.248263618890604,8.815514652290767,7.768215813087675,7.491338926586309,7.430712170938476,960.4794000198624,0.995519304631175,0.6591343441741955,1.0907746578903754,0.9157930366303348,1.029340948701076
50D262EA8ADB,4,mid,10,non_ELL,Facial action coding system,722,955,extended,105.09452954807064,4.438775644033836,2.836570489401362,1.6022051546324736,15.048387067372746,13.936281953851816,12.211816577971383,11.193973005840627,10.808926175686862,10.60961142333891,1645.7894476616052,1.6684160327061834,0.39205974879743993,0.5648388293606649,2.0461530890956627,1.1728352182858057
2F523DD862F0,3,mid,10,non_ELL,Car-free cities,552,798,extended,121.14479270001844,2.4665049385528075,1.3366172945660375,1.1298876439867698,9.533024391704457,9.161417858892378,8.196407097138417,7.381027138152581,7.089341784034318,7.066519453151647,892.2557121571173,0.9865469938207431,0.27802014407776204,0.8453337006638173,0.9641655712184242,0.8509913217060051
E743F9AC8BBE,3,mid,10,non_ELL,Facial action coding system,661,791,extended,59.365506905496936,6.629450936490194,4.301737456819868,2.327713479670326,17.550234010945147,13.674142281669104,13.248496554125278,12.314654960201867,11.161551835465454,10.920783074454953,2511.2094957518702,2.118938140003647,0.9010526021598512,0.5411100754138369,3.1030476480801625,1.7685487343133028
00C819ADE423,4,mid,10,non_ELL,Exploring Venus,714,887,extended,197.7104095562109,2.2069561753571296,0.7440206487708121,1.4629355265863175,11.26028854898867,10.696507698153471,10.51626790021786,9.85624377364761,9.75900842815523,9.05333237363154,611.61424505528,0.7083450356005657,0.7577489304451648,1.966256620704309,0.5366974501503187,0.9491862452119088
