metric,r_squared,beta_mid,p_mid,beta_high,p_high,beta_token,p_token,std_beta_token
auc,0.06958749052304414,-371.1141997974134,0.019394741650934133,-485.0920717785683,0.002432918084401134,54.2724494785664,0.4010298409223827,0.0673762424108807
log_slope,0.06395100507806928,-0.5076017260168013,0.03113588183453033,-0.6345814053093788,0.007392440633694023,0.13589515706987898,0.1578924396279991,0.11389604462734332
ratio_128_32,0.01093257531793057,-0.004489308398195781,0.9244800176603065,-0.045098613702641004,0.3422942645953403,0.014823460770487509,0.44458276804611074,0.06332889344435133
ratio_512_128,0.0479759363048633,-0.2795966281221597,0.47350721243523464,-0.38020445134551484,0.3306525289233747,0.40435953213207687,0.012103447384917735,0.2059559454530616
slope_early,0.039751419607527594,-0.27064046104117484,0.06279623002653952,-0.32766175084474075,0.024889753962249274,-0.018668142188480126,0.7531543026530223,-0.02560579119898753
slope_late,0.05543411214833549,-0.8253933362919027,0.0795652684554179,-1.003285934748451,0.03379079772395333,0.3671923573703621,0.05764449029929715,0.15423068229485032
