task,n_docs,mean_drift,se,ci_low,ci_high,t,p
boy_dog_frog,33,-3.0376003869224304,1.1252348486757762,-5.243060690326951,-0.8321400835179094,-2.6995256950113182,0.010999566100784522
frog_on_his_own,33,-2.7659811779461934,1.1820707107413673,-5.082839770999273,-0.4491225848931135,-2.3399456164609935,0.025686388265557632
frog_where_are_you,38,-0.2979032900706275,1.0320294920277167,-2.320681094444952,1.724874514303697,-0.2886577296209931,0.7744543802295548
one_frog_too_many,65,-1.2184518081587055,0.899903593681775,-2.9822628517749843,0.5453592354575734,-1.3539803782465791,0.18050457759539668
unknown,101,-1.241832563193319,0.8696537363639555,-2.946353886466672,0.4626887600800338,-1.4279620856749866,0.15641842002674441
