doc_id,mean_nll_0,mean_gain_128,rel_improve_128
ECSC_2018_1_74F_2018_YR1,4.068043874925182,1.897740980213688,0.46649963436016045
ECSC_2018_2_74F_2018_YR2,4.560997161557598,1.3767114001416387,0.30184438871071045
ECSC_2029_1_74F_2029_YR1,4.681798824187249,1.44330535780999,0.3082800889165811
ECSC_2029_2_74F_2029_YR2,4.46672616774036,1.693482239784733,0.3791327643980998
ECSC_1072_1_74M_1072_YR1,4.343219104889899,1.8431769018211668,0.42438036334524076
ECSC_1072_2_74M_1072_YR2,3.912870471708236,1.5597926059437377,0.3986312905632119
ECSC_1072_3_74M_1072_YR3,4.3133793023324785,1.8969206389880948,0.4397759867680375
ECSC_1025_1_75F_1025_YR1,4.789683163550592,1.684631956008173,0.35172095908727197
ECSC_1025_2_75F_1025_YR2,4.428222434751449,1.8168980767649991,0.41029964134287655
ECSC_1025_3_75F_1025_YR3,4.8584422449911795,1.5940302233542163,0.32809492075316626
ECSC_1042_1_75F_1042_YR1,3.9632091029997794,1.68439833964071,0.42500869771564104
ECSC_1042_2_75F_1042_YR2,3.842225013240691,1.6571583132590018,0.4313017346845301
ECSC_1042_3_75F_1042_YR3,3.9299083540516513,1.6801433811264652,0.42752736953630827
ECSC_2020_1_75F_2020_YR1,5.09322151676301,1.492403216515818,0.2930175354839687
ECSC_2020_2_75F_2020_YR2,4.688166378390404,1.987866227280709,0.4240178498023371
ECSC_2012_1_75M_2012_YR1,4.203346892326108,1.5815465650250835,0.3762588731166713
ECSC_4003_1_75M_4003_YR1,4.3374519840363535,1.709932042706397,0.3942250079077914
ECSC_1014_1_76F_1014_YR1,4.278130119077621,1.8074625482482296,0.4224889140674208
ECSC_1014_2_76F_1014_YR2,4.183861966286935,1.5255336834538364,0.36462333024999544
ECSC_1014_3_76F_1014_YR3,4.156143483807964,1.6057052704595751,0.386345003899718
ECSC_1023_1_76F_1023_YR1,4.001484532510081,2.115878243600169,0.5287733156056722
ECSC_1023_2_76F_1023_YR2,4.697793579101562,1.736831146478653,0.36971210361499457
ECSC_1023_3_76F_1023_YR3,4.016466011539582,1.5517490838323869,0.38634687294106446
ECSC_1065_1_76F_1065_YR1,4.207825254624889,1.7881119303164943,0.4249491892162469
ECSC_1065_2_76F_1065_YR2,4.004257352890507,1.7721906738896525,0.4425766172622201
ECSC_1065_3_76F_1065_YR3,4.195312186210385,1.7810114762475415,0.42452418251532426
ECSC_3005_1_77M_3005_YR1,4.781979173229586,1.922623747394931,0.4020560687838497
ECSC_3006_1_77M_3006_YR1,4.967463068808278,1.7720989392649744,0.3567412408946426
ECSC_1004_1_78F_1004_YR1,4.352157531246062,1.9823470811690052,0.4554860587965531
ECSC_1004_2_78F_1004_YR2,4.1207549925773375,1.8131245013206232,0.43999813252342856
ECSC_1004_3_78F_1004_YR3,4.111801591996224,1.6920663540401766,0.4115145918844545
ECSC_4066_1_78F_4066_YR1,4.138884919689548,1.5703508151635048,0.37941398362950735
ECSC_1068_1_78M_1068_YR1,4.470382711964268,1.5094303882891134,0.33765126736226925
ECSC_1068_2_78M_1068_YR2,4.805880152794623,2.057006382557654,0.42801865988303994
ECSC_1068_3_78M_1068_YR3,4.781708231279927,1.7124971178270154,0.35813500845253976
ECSC_2026_1_78M_2026_YR1,4.006676587750834,1.8962527248167225,0.4732732186605539
ECSC_4017_1_78M_4017_YR1,3.9541587091261343,1.814846103566308,0.45897148725408327
ECSC_1035_1_79M_1035_YR1,4.257611077831638,1.588488058553588,0.3730937442418039
ECSC_1035_2_79M_1035_YR2,4.019611592446604,1.665166821186581,0.4142606276476204
ECSC_1035_3_79M_1035_YR3,4.143212306114934,1.677889459940695,0.40497308271273263
ECSC_4057_1_79M_4057_YR1,4.406283333993728,1.7768205196626723,0.4032469963869104
ECSC_1064_1_80F_1064_YR1,4.381053026260868,1.535223336758152,0.35042336341416785
ECSC_1064_2_80F_1064_YR2,4.167263104838709,1.7866875015920212,0.4287436278063306
ECSC_1064_3_80F_1064_YR3,4.566438121180381,1.7730122750805268,0.38827029470887037
ECSC_2024_1_80F_2024_YR1,4.144937207621913,1.532015445155482,0.3696112554704899
ECSC_1041_1_80M_1041_YR1,4.059266665674025,1.461037674642378,0.35992650766139767
ECSC_1041_2_80M_1041_YR2,4.071218490600586,1.6248132944107057,0.39909754245860024
ECSC_1041_3_80M_1041_YR3,4.062651775729272,1.7721061333533257,0.43619444421500325
ECSC_1080_1_81M_1080_YR1,3.8896781706040904,1.7383805923884914,0.4469214459762131
ECSC_1080_2_81M_1080_YR2,4.12918954664661,1.4104409533162268,0.3415781565323567
ECSC_1080_3_81M_1080_YR3,4.59967279741841,1.4801337623067443,0.32179109851845916
ECSC_1084_1_81M_1084_YR1,4.218857100702101,1.797027203536803,0.42595119024954464
ECSC_1084_2_81M_1084_YR2,4.094136012754133,1.6570710819575094,0.4047425578425751
ECSC_1084_3_81M_1084_YR3,4.554091225900957,1.7582336533454157,0.38607782895204873
ECSC_4029_1_81M_4029_YR1,4.04127296939973,1.846273417626658,0.4568544197846883
ECSC_1003_1_82F_1003_YR1,4.355772056118134,1.7798737127934732,0.40862416349208536
ECSC_1003_2_82F_1003_YR2,4.306326576971239,1.452089148663705,0.3371990309394975
ECSC_1003_3_82F_1003_YR3,4.568463528540827,1.6249186996490728,0.3556816617879565
ECSC_1024_1_82F_1024_YR1,4.580761506480554,1.8062497549480008,0.3943121143488129
ECSC_1024_2_82F_1024_YR2,3.829732507274996,1.643919068382632,0.42925166842849405
ECSC_1024_3_82F_1024_YR3,4.4777112160959565,1.664687899235756,0.37177205471664393
ECSC_1039_1_82F_1039_YR1,4.15236868704519,1.6230270102139444,0.39086775104473787
ECSC_1039_2_82F_1039_YR2,4.014165716786538,1.5998703831626524,0.3985561374490033
ECSC_1039_3_82F_1039_YR3,3.683375094398375,1.6230964104975425,0.44065466288402844
