doc_id,target_idx,target_pos,target_pos_frac,pos_frac,pos_bin,I_512,I_256,age_months,age_group,task,token_count
ECSC_4043_1_126F_4043_YR1,11,359,0.7432712215320911,0.7432712215320911,late,,2.3941168097296046,126,10+yr,unknown,482
ECSC_4043_1_126F_4043_YR1,12,368,0.7619047619047619,0.7619047619047619,late,,0.5026915873585285,126,10+yr,unknown,482
ECSC_4043_1_126F_4043_YR1,13,377,0.7805383022774327,0.7805383022774327,late,,1.8584934601188137,126,10+yr,unknown,482
ECSC_4043_1_126F_4043_YR1,14,387,0.8012422360248447,0.8012422360248447,late,,2.5504651137615957,126,10+yr,unknown,482
ECSC_4043_1_126F_4043_YR1,15,396,0.8198757763975155,0.8198757763975155,late,,2.198653167503234,126,10+yr,unknown,482
ECSC_4043_1_126F_4043_YR1,16,405,0.8385093167701864,0.8385093167701864,late,,1.4043356252844754,126,10+yr,unknown,482
ECSC_4043_1_126F_4043_YR1,17,415,0.8592132505175983,0.8592132505175983,late,,1.7557097910621111,126,10+yr,unknown,482
ECSC_4043_1_126F_4043_YR1,18,424,0.8778467908902692,0.8778467908902692,late,,2.075085748055825,126,10+yr,unknown,482
ECSC_4043_1_126F_4043_YR1,19,434,0.8985507246376812,0.8985507246376812,late,,2.254434996324016,126,10+yr,unknown,482
ECSC_4067_1_128F_4067_YR1,0,256,0.6772486772486772,0.6772486772486772,late,,5.703178980242711,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,1,260,0.6878306878306878,0.6878306878306878,late,,6.823697418299529,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,2,264,0.6984126984126984,0.6984126984126984,late,,7.53222729539276,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,3,268,0.708994708994709,0.708994708994709,late,,7.5276233742820144,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,4,273,0.7222222222222222,0.7222222222222222,late,,10.114616605448386,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,5,277,0.7328042328042328,0.7328042328042328,late,,8.96568984208045,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,6,281,0.7433862433862434,0.7433862433862434,late,,9.614696854579638,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,7,286,0.7566137566137566,0.7566137566137566,late,,15.10323774733363,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,8,290,0.7671957671957672,0.7671957671957672,late,,16.03723506293919,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,9,294,0.7777777777777778,0.7777777777777778,late,,29.982012583039904,128,10+yr,unknown,377
