subject_id,log_slope_local_mean,log_slope_local_std,auc_log_k_mean,auc_log_k_std,auc_linear_k_mean,auc_linear_k_std,mean_gain_128_mean,mean_gain_128_std,age_months_min,age_months_max,study_year_count
1045,0.3968537895335045,0.019616218558535202,4.265028825774611,0.16447971904842684,184.57811862810323,6.079927780179244,1.694066283218963,0.08589340971006588,72,72,3
1047,0.4547194234148439,0.028547157948937484,4.67342009503783,0.20598589426830063,205.22872886533938,8.518450373111287,1.882267827500579,0.02936153021225745,71,71,3
1048,0.4203762447144208,0.08203441346774816,4.332007439742172,0.213530801225892,190.4181003708993,18.81731410750904,1.737819027548195,0.24333839088934384,85,85,3
1053,0.39873204706203325,0.03669324547454106,4.286627171770734,0.3754643816409971,185.53581432781073,16.046311366288037,1.6878071624585378,0.17267842493283603,65,65,3
1054,0.45354618499511395,0.05608783970677018,4.4759335861470495,0.2894917772429933,198.92348828054563,15.326009629977122,1.849604178011738,0.13357661225367173,89,89,3
1055,0.41206895426729634,0.04405563056125914,4.312864706667795,0.2821417001120911,188.79137605999108,14.632669685820504,1.7626703685329808,0.19346004767167835,64,64,3
1056,0.48199353818261464,0.09252970937051426,4.463593139681352,0.9517383766858024,203.4061769338385,40.92882824439597,1.9589681238576933,0.3703720031554693,97,97,3
1057,0.40463739965374385,0.03963675788613584,4.217551912004125,0.20297152181677372,184.30800844571925,11.755438219886962,1.6941783783897277,0.12142656471178687,67,67,3
1058,0.388617832470253,0.020263417122026454,4.298647518455837,0.18603977419862572,184.60773064318286,2.362738326095214,1.7058191582079856,0.02823673787536267,86,86,3
1059,0.4261410230897074,0.03287108417963871,4.414169781591334,0.376507262416537,193.15443908764468,11.000551749701408,1.7560270251285646,0.08372618291513617,104,132,4
1060,0.4395790382011089,0.03563929993176472,4.553980078600473,0.39898117181840215,199.36306519508358,16.95850273807566,1.7797418534755707,0.16220860950532975,90,90,3
1061,0.4050951255427436,0.0698454647579744,4.079303347164653,0.37091126790056667,181.0310026312387,12.288847210243022,1.6433013275105466,0.17251756915304425,68,68,3
1064,0.4122129976939815,0.030896372520036512,4.125124023237772,0.35076569850979156,182.4893154051355,15.245074040011458,1.6983077044769,0.14140062305627593,80,80,3
1065,0.3937248100793522,0.03171606464430191,4.5401554399712385,0.25126969803131055,192.37143758147636,2.998244050349666,1.7804380268178963,0.00797610398243295,76,76,3
1067,0.4352429409337633,0.029434810519455856,4.646321708382278,0.1867767022460717,201.31492423197275,2.5947636996045786,1.8495955482726136,0.02407846427718028,98,98,3
1068,0.4337625450665082,0.0706979209819002,4.1695428809314015,0.571284197089048,187.45495020151142,27.556291888667758,1.7596446295579276,0.2768158833441599,78,78,3
1072,0.42508071441041223,0.05254293879109221,4.227898287362738,0.11482351471828817,187.94857765557944,11.692002067657468,1.7666300489176665,0.18113087308121126,74,74,3
1073,0.40261899295834974,0.052938527586434886,3.8184012270133896,0.6418698824421887,172.23935033606904,26.81321902482216,1.6223652166704978,0.21146383623451318,70,70,3
1075,0.35071480881618283,0.03986627374278568,3.795176809311148,0.18884229585143897,164.15257272403088,11.14987084201077,1.4955614506557424,0.1259339552176632,88,88,3
1076,0.37457721611606964,0.052172565057843234,3.9237549566218966,0.3959981180572766,171.13647254337707,19.294112312999154,1.548511706308652,0.19070593451405143,87,87,3
1078,0.4595846932309547,0.031538960535717545,4.193312525712217,0.25514684226885376,192.506176177917,6.836561526894356,1.876492154021417,0.10898466633482737,88,88,3
1080,0.36701000843793846,0.04608061911392506,3.8471471313180374,0.5067372625990009,167.67077730512747,21.722798702522745,1.5429851026704877,0.17276811036140646,81,81,3
1083,0.3914725382740249,0.006478921325007695,3.857332150934514,0.3254013797312352,172.09396176181176,8.889894689657057,1.566102678384832,0.022754640265618048,71,71,3
1084,0.4217550403464681,0.011032439245236796,4.271625756247322,0.14838610617133835,188.8127727479704,4.485336765633416,1.7374439796132428,0.07225708887228402,81,81,3
1086,0.3772875254871651,0.016326170669954343,4.2494484633478935,0.20564949107689,180.8744771286364,6.948426836243011,1.5881477152147603,0.01695998787549657,87,87,3
1087,0.43817940036226516,0.07224003862925511,4.803757760299757,0.3055211243426478,207.18406013519532,18.368550338464452,1.870993225677039,0.1894017015373084,93,93,3
1091,0.4695036879630197,0.02893867747714644,4.110385961413088,0.4425128600129551,190.90614054046011,16.56351744050942,1.8055232269629355,0.08733584175774815,98,98,3
1092,0.4360977016548773,0.04744350404305474,4.125038429277885,0.25326593108183937,186.3387059932114,13.589624771299503,1.7438535917189817,0.18695719904504624,74,74,3
1094,0.4593731127426241,0.05408924324643275,4.388593554418322,0.5191918045727008,197.6482029918982,23.423244355614163,1.8267994980978708,0.2386694119185576,84,84,3
1097,0.3254343864885442,0.05350385117158117,3.5447989538606035,0.6983933564911142,152.65892944130846,28.35457972389178,1.4227097358754888,0.19806837047122763,65,65,3
1098,0.3871898213495049,0.054128285232760996,3.8824067404798916,0.870287665166923,172.00879742719474,33.37879283306762,1.5509614837426013,0.2850856002724313,92,92,3
1099,0.4213709347768561,0.021985694536438075,4.040924858595752,0.08864496654217881,181.78541866874184,5.782808542016518,1.7103605771577486,0.10406133206382381,97,97,3
2001,0.38038331707762313,0.00467254588993972,4.598607854014435,0.029214079076769664,191.9726008938686,0.771951457734422,1.6865634697819911,0.05999084564974353,66,66,2
2003,0.47437383737640815,0.014894186937153891,4.799228297171567,0.18096277945664446,212.2545877232547,2.8791799734505603,1.9196501149285226,0.05857315173249954,65,65,2
2004,0.3195531702034192,0.011816418124776382,3.3102188474478953,0.21128126690332089,145.022880522354,7.854728028856469,1.3160612832153995,0.05267586747918882,73,73,2
2007,0.4409474688083016,0.027306637877866205,4.4694060912557205,0.08640145356355,197.39942097935466,1.327605188200412,1.7838334303709766,0.014846216375398841,72,72,2
2008,0.4825078929924017,0.07538367724027492,4.607624427471839,0.1890112165126019,207.6811329294597,16.523742467790353,1.8844022145074222,0.1441203656222856,66,66,2
2009,0.4254364011766437,0.05772525860368707,4.032410945534872,0.06312665559735338,181.98513970451967,6.181565450233416,1.7078115505556908,0.08411722463217614,68,68,2
2010,0.4107204451176649,0.055775646650719476,4.220538960302841,0.6949243682206719,185.34162097602126,28.55113156839684,1.6925663054950777,0.2804987931264614,70,70,2
2014,0.37973124512525314,0.040301842756723445,4.280424252419681,0.28318969962095586,182.29180528858018,14.100185530984447,1.6151647737910673,0.17626156441391264,68,68,2
2018,0.35139686876578724,0.10651681266439622,4.601337579768861,0.9125125336997909,187.65893888773937,43.1540705594947,1.6372261901776635,0.3684235492677254,74,74,2
2020,0.4553114845302526,0.05014443459899171,3.8727121608747375,1.2397225685287907,181.84128386349448,43.94900655277203,1.7401347218982635,0.35034525473895795,75,75,2
2029,0.36480474012823627,0.0614310399713988,3.90420267470611,0.5814163804265884,169.42184042969058,26.70819301520848,1.5683937987973615,0.1769017697404469,74,74,2
