doc_id,n_windows,token_count,mean_nll_0,mean_gain_0,mean_nll_2,mean_gain_2,mean_nll_4,mean_gain_4,mean_nll_8,mean_gain_8,mean_nll_12,mean_gain_12,mean_nll_16,mean_gain_16,mean_nll_24,mean_gain_24,mean_nll_32,mean_gain_32,mean_nll_48,mean_gain_48,mean_nll_64,mean_gain_64,mean_nll_96,mean_gain_96,mean_nll_128,mean_gain_128,early_ratio,log_slope_local,log_slope_r2,auc_log_k,auc_linear_k,baseline_nll,subject_id,age_months,age_group,sex,study_year,task
ECSC_4073_1_129F_4073_YR1,10,496,4.220861921002788,0.0,4.088362526893616,0.1324993941091722,3.840034806728363,0.3808271142744249,3.5225725740194322,0.6982893469833559,3.2209445923566817,0.9999173286461062,3.145650401711464,1.075211519291324,2.8724465906620025,1.3484153303407855,2.7874066054821016,1.4334553155206866,2.619071711599827,1.6017902094029612,2.5318050563335417,1.689056864669246,2.441136147081852,1.7797257739209364,2.412418282032013,1.8084436389707754,0.5945507485670111,0.4682241789832498,0.9717926186412474,4.2358263255699775,194.6926934697936,2.412418282032013,4073,129,10+yr,F,1,
ECSC_4053_1_129M_4053_YR1,10,578,4.288815153798749,0.0,4.0469076305627825,0.2419075232359671,3.7279478430747988,0.5608673107239508,3.416449174284935,0.8723659795138143,3.211971366405487,1.0768437873932624,3.1014490902423857,1.1873660635563634,2.998505191504955,1.2903099622937941,2.8535647332668304,1.435250420531919,2.794829386472702,1.4939857673260473,2.695353254675865,1.5934618991228842,2.550814634561539,1.7380005192372106,2.490585136413574,1.798230017385175,0.6602970988566439,0.39960920191188426,0.971790616172428,4.463463128889591,191.16749192226317,2.490585136413574,4053,129,10+yr,M,1,
ECSC_1059_1_132F_1059_YR1,10,274,4.0749479601460115,0.0,3.978249418735504,0.09669854141050775,3.815503144264221,0.2594448158817907,3.400895544886589,0.6740524152594229,2.9885462522506714,1.0864017078953405,2.877909690141678,1.197038270004334,2.6876121282577516,1.3873358318882603,2.6131131768226625,1.4618347833233494,2.487291458249092,1.5876565018969198,2.427415671944618,1.6475322882013939,2.3856877744197846,1.6892601857262275,2.3697845339775085,1.7051634261685034,0.7020079434228044,0.4577173343198536,0.9204086621286817,4.153857303791388,190.1187014072172,2.3697845339775085,1059,132,10+yr,F,1,one_frog_too_many
ECSC_4046_1_132F_4046_YR1,10,654,4.0544137831657165,0.0,3.9558867514133453,0.09852703175237094,3.7282330691814423,0.326180713984274,3.4511974275112154,0.603216355654501,3.2472408413887024,0.8071729417770139,3.08226021528244,0.9721535678832762,2.848950262367725,1.205463520797991,2.6856117844581604,1.368801998707556,2.4965880632400514,1.557825719925665,2.443689242005348,1.6107245411603681,2.212900173664093,1.841513609501623,2.127518376708031,1.9268954064576853,0.5045180784723744,0.5043592755902896,0.9952542429646738,3.965310785708817,192.06076946739225,2.127518376708031,4046,132,10+yr,F,1,
ECSC_4063_1_132F_4063_YR1,10,481,3.608411471305355,0.0,3.4840238988399506,0.12438757246540444,3.147939679026604,0.4604717922787513,2.7665027767419814,0.8419086945633734,2.5622254967689515,1.0461859745364035,2.3539471179246902,1.2544643533806645,2.084024202823639,1.524387268481716,1.9960060998797418,1.6124053714256132,1.9059924557805061,1.7024190155248486,1.807079340517521,1.8013321307878338,1.7273944906890393,1.8810169806163155,1.658692928403616,1.949718542901739,0.6434079205676849,0.4913442934564761,0.9575005894530985,4.660853018011033,210.11203337686675,1.658692928403616,4063,132,10+yr,F,1,
ECSC_4087_1_132M_4087_YR1,10,384,4.224801143523186,0.0,4.007239738106728,0.2175614054164579,3.7400377810001375,0.4847633625230482,3.3389500081539154,0.8858511353692702,3.0721074521541594,1.152693691369026,2.967037284374237,1.2577638591489486,2.842552274465561,1.3822488690576247,2.7582816004753115,1.4665195430478744,2.698541820049286,1.5262593234738997,2.6612340092658995,1.5635671342572859,2.6383422002196313,1.5864589433035543,2.600867065787315,1.6239340777358702,0.7745165745290318,0.371033163140836,0.892720079355275,4.420609542192812,184.94179265652932,2.600867065787315,4087,132,10+yr,M,1,
ECSC_4032_1_134M_4032_YR1,10,401,4.258447431748914,0.0,4.107055784761906,0.1513916469870075,3.826073569059372,0.43237386268954114,3.4494766116142275,0.8089708201346859,3.3330236792564394,0.925423752492474,3.2461287155747414,1.0123187161741718,3.0857101693749427,1.1727372623739705,2.9997025072574615,1.2587449244914517,2.881672966480255,1.376774465268658,2.7694739520549776,1.4889734796939358,2.691011856496334,1.567435575252579,2.6184587731957434,1.6399886585531696,0.6172717786153835,0.3855093674749715,0.9733147255110514,3.929570200451364,173.25974456437172,2.6184587731957434,4032,134,10+yr,M,1,
ECSC_4072_1_135F_4072_YR1,10,491,5.040038826388697,0.0,4.938690415024757,0.1013484113639401,4.6697177842259405,0.3703210421627568,4.250266516208649,0.7897723101800488,4.138140496611595,0.9018983297771024,3.974433496594429,1.0656053297942685,3.853816633671522,1.1862221927171754,3.750074751675129,1.2899640747135686,3.4146565794944763,1.6253822468942212,3.2674300611019134,1.772608765286784,3.1329480826854708,1.9070907437032267,3.0615086585283278,1.9785301678603695,0.5385843223945581,0.5071254479293608,0.9913200537642509,4.216732153307851,200.67543372757012,3.0615086585283278,4072,135,10+yr,F,1,
ECSC_2025_1_135M_2025_YR1,10,849,5.034497956306703,0.0,4.894986629486084,0.1395113268206197,4.747194290161133,0.2873036661455709,4.468440818786621,0.5660571375200826,4.219671010971069,0.8148269453356344,4.036388874053955,0.9981090822527484,3.753750514984131,1.2807474413225726,3.5892570495605467,1.4452409067461567,3.4529081106185915,1.5815898456881121,3.318050670623779,1.7164472856829243,3.192861461639404,1.8416364946672992,3.056775164604187,1.9777227917025164,0.5046759264950016,0.5212762797436955,0.9882585066184632,4.072231630562377,197.3180997725456,3.056775164604187,2025,135,10+yr,M,1,
ECSC_4038_1_135M_4038_YR1,10,184,3.8993054789881554,0.0,3.776454496383667,0.12285098260448821,3.4846362590789797,0.4146692199091757,3.120011496543884,0.779293982444271,2.975045323371887,0.924260155616268,2.929398608207703,0.9699068707804525,2.901448678970337,0.9978568000178185,2.7373526334762572,1.1619528455118981,2.5969502568244933,1.302355222163662,2.5626242637634276,1.3366812152247278,2.551001417636871,1.3483040613512842,2.5639073133468626,1.3353981656412928,0.726305378976373,0.3187581026492104,0.914175998248968,3.5821540132387035,153.47978928166054,2.5639073133468626,4038,135,10+yr,M,1,
ECSC_4028_1_136F_4028_YR1,10,733,3.981126022338868,0.0,3.832371640205383,0.14875438213348394,3.5925507307052613,0.388575291633606,3.1976931750774384,0.7834328472614288,3.007525238394737,0.97360078394413,2.8539157420396806,1.1272102802991868,2.7739636182785032,1.2071624040603637,2.7181977808475493,1.2629282414913177,2.6063414096832274,1.3747846126556396,2.572473445534706,1.4086525768041611,2.566769504547119,1.414356517791748,2.4844808131456375,1.4966452091932296,0.7531579785076867,0.3503619631674997,0.9107774195559717,3.8559026519914847,165.07701653838157,2.4844808131456375,4028,136,10+yr,F,1,
ECSC_4078_1_136F_4078_YR1,10,337,4.056203263805759,0.0,3.829102396965027,0.22710086684073166,3.516227698326111,0.5399755654796476,3.075706434249878,0.9804968295558808,2.93857718706131,1.117626076744449,2.768636703491211,1.2875665603145479,2.6695725321769714,1.3866307316287874,2.5484673500061037,1.5077359137996553,2.5081925868988035,1.548010676906955,2.51192487180233,1.5442783920034286,2.4465801149606703,1.6096231488450883,2.3957349807024,1.6604682831033586,0.7754237605238263,0.36595427401759295,0.8933945448059692,4.5316795223019515,187.2841817671253,2.3957349807024,4078,136,10+yr,F,1,
ECSC_4064_1_138F_4064_YR1,10,497,4.552666390326715,0.0,4.360328510403633,0.19233787992308207,4.122358289361,0.43030810096571515,3.7256251484155656,0.8270412419111496,3.574013206362724,0.9786531839639908,3.359037625789642,1.1936287645370727,3.101414602994919,1.4512517873317963,2.920797383785248,1.6318690065414672,2.7278613910079,1.8248049993188147,2.6120714426040648,1.94059494772265,2.49082328081131,2.0618431095154057,2.417106592655182,2.135559797671534,0.5589301530392745,0.5458427882701555,0.9877015070080096,4.81028487759798,223.17168773230046,2.417106592655182,4064,138,10+yr,F,1,
