age_group,n,top_share_512_mean,top_share_512_ci_low,top_share_512_ci_high,n_eff_512_mean,n_eff_512_ci_low,n_eff_512_ci_high,I_512_star_mean,I_512_star_ci_low,I_512_star_ci_high,top_share_256_mean,n_256,n_eff_256_mean
6-8yr,34,0.260651049180615,0.21284025605510717,0.31636611986787994,14.993814811149413,12.327227153687577,17.565117879193025,12.285469451909854,9.313820503919262,15.785186281223028,0.32752108498733246,34,8.173944698953981
8-10yr,22,0.28690982150277416,0.21822971666112476,0.36182245322259476,15.11886140147463,11.723573544281287,18.515603555159306,8.185108473230217,6.315885125656637,10.393045406926575,0.3047034575583749,22,8.727008487722099
10+yr,7,0.38014024374196914,0.19136025275920907,0.624164820558828,13.595447430110198,6.989865516482667,19.84948188844972,21.50548459824947,12.790055196308211,31.36389059987873,0.40446426700131355,7,6.77990372044808
