target_idx,target_pos,target_pos_frac,I_512,I_256,doc_id,age_months,age_group
3,270,0.7012987012987013,,9.124334528497702,ECSC_4087_1_132M_4087_YR1,132,10+yr
4,274,0.7116883116883117,,8.958218915540385,ECSC_4087_1_132M_4087_YR1,132,10+yr
5,279,0.7246753246753247,,15.7141155383616,ECSC_4087_1_132M_4087_YR1,132,10+yr
6,284,0.7376623376623377,,10.904088231533006,ECSC_4087_1_132M_4087_YR1,132,10+yr
7,288,0.7480519480519481,,7.6121998624728455,ECSC_4087_1_132M_4087_YR1,132,10+yr
8,293,0.7610389610389611,,12.913583501727075,ECSC_4087_1_132M_4087_YR1,132,10+yr
9,298,0.7740259740259741,,10.09242277736494,ECSC_4087_1_132M_4087_YR1,132,10+yr
10,302,0.7844155844155845,,9.491120859154268,ECSC_4087_1_132M_4087_YR1,132,10+yr
11,307,0.7974025974025974,,7.958662285097681,ECSC_4087_1_132M_4087_YR1,132,10+yr
12,312,0.8103896103896104,,5.625767457725903,ECSC_4087_1_132M_4087_YR1,132,10+yr
13,316,0.8207792207792208,,4.327082324836484,ECSC_4087_1_132M_4087_YR1,132,10+yr
14,321,0.8337662337662337,,5.5232907803866915,ECSC_4087_1_132M_4087_YR1,132,10+yr
15,326,0.8467532467532467,,4.476449042721077,ECSC_4087_1_132M_4087_YR1,132,10+yr
16,330,0.8571428571428571,,6.583404068183784,ECSC_4087_1_132M_4087_YR1,132,10+yr
17,335,0.8701298701298701,,5.345558586192153,ECSC_4087_1_132M_4087_YR1,132,10+yr
18,340,0.8831168831168831,,5.252501439683288,ECSC_4087_1_132M_4087_YR1,132,10+yr
19,345,0.8961038961038961,,5.933505555751919,ECSC_4087_1_132M_4087_YR1,132,10+yr
