essay_id,window_idx,target_start,k,nll_k,gain_k
B7C17E1993BA,3,227,48,2.6433162689208984,1.069895282868416
B7C17E1993BA,3,227,64,2.5833767652511597,1.1298347865381548
B7C17E1993BA,3,227,96,2.356757402420044,1.3564541493692706
B7C17E1993BA,3,227,128,2.2657434940338135,1.447468057755501
B7C17E1993BA,4,259,0,3.889861076108871,0.0
B7C17E1993BA,4,259,2,3.583120346069336,0.30674073003953506
B7C17E1993BA,4,259,4,3.4247548580169678,0.4651062180919032
B7C17E1993BA,4,259,8,2.8291029930114746,1.0607580830973964
B7C17E1993BA,4,259,12,2.737792491912842,1.1520685841960292
B7C17E1993BA,4,259,16,2.7790327072143555,1.1108283688945155
B7C17E1993BA,4,259,24,2.925968647003174,0.9638924291056972
B7C17E1993BA,4,259,32,2.726905345916748,1.162955730192123
B7C17E1993BA,4,259,48,2.758296489715576,1.1315645863932948
B7C17E1993BA,4,259,64,2.6817984580993652,1.2080626180095058
B7C17E1993BA,4,259,96,2.5538926124572754,1.3359684636515956
B7C17E1993BA,4,259,128,2.5089688301086426,1.3808922460002284
B7C17E1993BA,5,293,0,3.1131591796875,0.0
B7C17E1993BA,5,293,2,2.8933277130126953,0.2198314666748047
B7C17E1993BA,5,293,4,2.650531768798828,0.4626274108886719
B7C17E1993BA,5,293,8,2.3586273193359375,0.7545318603515625
B7C17E1993BA,5,293,12,2.3549537658691406,0.7582054138183594
B7C17E1993BA,5,293,16,2.253694534301758,0.8594646453857422
B7C17E1993BA,5,293,24,2.400012969970703,0.7131462097167969
B7C17E1993BA,5,293,32,2.2993717193603516,0.8137874603271484
B7C17E1993BA,5,293,48,2.2551536560058594,0.8580055236816406
B7C17E1993BA,5,293,64,2.230937957763672,0.8822212219238281
B7C17E1993BA,5,293,96,2.214202880859375,0.898956298828125
B7C17E1993BA,5,293,128,2.2231178283691406,0.8900413513183594
B7C17E1993BA,6,325,0,4.412865423387097,0.0
B7C17E1993BA,6,325,2,4.323368072509766,0.08949735087733135
B7C17E1993BA,6,325,4,4.139457702636719,0.2734077207503782
B7C17E1993BA,6,325,8,3.8986244201660156,0.5142410032210813
B7C17E1993BA,6,325,12,3.775634765625,0.637230657762097
B7C17E1993BA,6,325,16,3.7168750762939453,0.6959903470931517
