age_group,n,L,n_targets_median,n_targets_q25,n_targets_q75,baseline_mean,baseline_ci_low,baseline_ci_high,spike_mass_c_mean,spike_mass_c_ci_low,spike_mass_c_ci_high,cv_c_mean,cv_c_ci_low,cv_c_ci_high,kurtosis_c_mean,kurtosis_c_ci_low,kurtosis_c_ci_high
grade2,37,256,20.0,20.0,20.0,8.066289593162594,6.755481268355307,9.710685725831933,0.5298631385708047,0.4899156718286825,0.5670666229349814,1.2746709104464462,1.2412295760529855,1.3082120245420914,0.788847820389853,0.2271229795216306,1.3721030644688468
grade5,32,256,20.0,20.0,20.0,7.09013313503862,5.746852571197597,8.620484476774461,0.49974613957664926,0.4660839980109607,0.5334591238648728,1.2471182095657563,1.2144412367962405,1.281181318768251,0.12194271646004545,-0.30788961034658485,0.6209381493643628
