age_group,n,top_share_512_mean,top_share_512_ci_low,top_share_512_ci_high,n_eff_512_mean,n_eff_512_ci_low,n_eff_512_ci_high,I_512_star_mean,I_512_star_ci_low,I_512_star_ci_high,top_share_256_mean,n_256,n_eff_256_mean
grade2,11,0.19547617865498135,0.153087759519069,0.24795378645048363,19.517252365660582,15.612570967416657,23.135485672672118,10.077067013485085,7.095513680605697,13.304944319769602,0.32652356495200735,11,8.914328014520645
