age_group,n,half_life_fixed_mean,half_life_fixed_ci_low,half_life_fixed_ci_high,early_slope_mean,early_slope_ci_low,early_slope_ci_high,early_drop_pct_fixed_mean,early_drop_pct_fixed_ci_low,early_drop_pct_fixed_ci_high,ppl_min_ctx_mean,ppl_min_ctx_ci_low,ppl_min_ctx_ci_high
grade2,42,14.567651163474146,12.647671426457086,16.524749733021068,-0.7497022178723901,-0.9381219698659911,-0.5741418551428119,74.98854535353995,71.08008651188308,78.92858855280102,41.917298280999155,33.78147223526855,50.37927627459991
grade5,40,12.839173995101664,10.990184322616583,15.183409701368221,-0.593923852601255,-0.7362916853412047,-0.4701771873276241,77.32046179466079,73.76749238600567,81.0785770692327,35.040709611492524,28.446072241272468,42.85946750050015
