span_label,score_early,score_mid,score_late
early,0.05859800456333766,0.14006930109056603,0.23422953191531146
early_mid,0.09737401629894817,0.16186473889433844,0.17975497249551578
immediate_pre_target,0.687982349687144,0.2871229262911565,0.23513157643710955
late,0.07521028125167502,0.16482339863238502,0.16116637559145428
