essay_id,score_region,per_token_early,per_token_imm_pre,score_bin,grade,baseline_nll,token_count,near_minus_far,baseline_nll_z,token_count_z
B7C17E1993BA,score_early,-0.00013253896955459782,0.003104877377313282,low,9,1.8504097348167783,859,0.00323741634686788,-0.6614223080525529,-0.5823869765874913
B7C17E1993BA,score_early,-0.00013253896955459782,0.003104877377313282,low,9,2.485018351721385,859,0.00323741634686788,0.5930967031016409,-0.5823869765874913
B7C17E1993BA,score_early,-0.00013253896955459782,0.003104877377313282,low,9,2.166781117596964,859,0.00323741634686788,-0.03600704625105122,-0.5823869765874913
B7C17E1993BA,score_early,-0.00013253896955459782,0.003104877377313282,low,9,2.4850183517213855,859,0.00323741634686788,0.5930967031016418,-0.5823869765874913
B7C17E1993BA,score_early,-0.00013253896955459782,0.003104877377313282,low,9,2.1667811175969645,859,0.00323741634686788,-0.03600704625105034,-0.5823869765874913
B7C17E1993BA,score_mid,-4.8553186749653726e-05,-0.0001148467972165064,low,9,1.8504097348167783,859,-6.629361046685267e-05,-0.6614223080525529,-0.5823869765874913
B7C17E1993BA,score_mid,-4.8553186749653726e-05,-0.0001148467972165064,low,9,2.485018351721385,859,-6.629361046685267e-05,0.5930967031016409,-0.5823869765874913
B7C17E1993BA,score_mid,-4.8553186749653726e-05,-0.0001148467972165064,low,9,2.166781117596964,859,-6.629361046685267e-05,-0.03600704625105122,-0.5823869765874913
B7C17E1993BA,score_mid,-4.8553186749653726e-05,-0.0001148467972165064,low,9,2.4850183517213855,859,-6.629361046685267e-05,0.5930967031016418,-0.5823869765874913
B7C17E1993BA,score_mid,-4.8553186749653726e-05,-0.0001148467972165064,low,9,2.1667811175969645,859,-6.629361046685267e-05,-0.03600704625105034,-0.5823869765874913
B7C17E1993BA,score_late,-6.914795853021558e-05,0.0002795054217961841,low,9,1.8504097348167783,859,0.0003486533803263997,-0.6614223080525529,-0.5823869765874913
B7C17E1993BA,score_late,-6.914795853021558e-05,0.0002795054217961841,low,9,2.485018351721385,859,0.0003486533803263997,0.5930967031016409,-0.5823869765874913
B7C17E1993BA,score_late,-6.914795853021558e-05,0.0002795054217961841,low,9,2.166781117596964,859,0.0003486533803263997,-0.03600704625105122,-0.5823869765874913
B7C17E1993BA,score_late,-6.914795853021558e-05,0.0002795054217961841,low,9,2.4850183517213855,859,0.0003486533803263997,0.5930967031016418,-0.5823869765874913
B7C17E1993BA,score_late,-6.914795853021558e-05,0.0002795054217961841,low,9,2.1667811175969645,859,0.0003486533803263997,-0.03600704625105034,-0.5823869765874913
FFBA3014CDC7,score_early,5.28683738103275e-06,0.003910161200023833,low,10,3.4390990242125494,980,0.0039048743626428004,2.4791605067308016,0.1648148889096494
FFBA3014CDC7,score_early,5.28683738103275e-06,0.003910161200023833,low,10,2.7849704197474887,980,0.0039048743626428004,1.1860536245017912,0.1648148889096494
FFBA3014CDC7,score_early,5.28683738103275e-06,0.003910161200023833,low,10,2.0711612401046153,980,0.0039048743626428004,-0.22503214134587265,0.1648148889096494
FFBA3014CDC7,score_early,5.28683738103275e-06,0.003910161200023833,low,10,3.43909902421255,980,0.0039048743626428004,2.4791605067308025,0.1648148889096494
FFBA3014CDC7,score_mid,-0.00033018466026063856,-3.789660949555726e-05,low,10,3.4390990242125494,980,0.0002922880507650813,2.4791605067308016,0.1648148889096494
FFBA3014CDC7,score_mid,-0.00033018466026063856,-3.789660949555726e-05,low,10,2.7849704197474887,980,0.0002922880507650813,1.1860536245017912,0.1648148889096494
FFBA3014CDC7,score_mid,-0.00033018466026063856,-3.789660949555726e-05,low,10,2.0711612401046153,980,0.0002922880507650813,-0.22503214134587265,0.1648148889096494
FFBA3014CDC7,score_mid,-0.00033018466026063856,-3.789660949555726e-05,low,10,3.43909902421255,980,0.0002922880507650813,2.4791605067308025,0.1648148889096494
FFBA3014CDC7,score_late,0.0002265631653896455,0.00020104212554420894,low,10,3.4390990242125494,980,-2.552103984543655e-05,2.4791605067308016,0.1648148889096494
FFBA3014CDC7,score_late,0.0002265631653896455,0.00020104212554420894,low,10,2.7849704197474887,980,-2.552103984543655e-05,1.1860536245017912,0.1648148889096494
FFBA3014CDC7,score_late,0.0002265631653896455,0.00020104212554420894,low,10,2.0711612401046153,980,-2.552103984543655e-05,-0.22503214134587265,0.1648148889096494
FFBA3014CDC7,score_late,0.0002265631653896455,0.00020104212554420894,low,10,3.43909902421255,980,-2.552103984543655e-05,2.4791605067308025,0.1648148889096494
1909DEE8C6B8,score_early,0.00015880096526373066,0.0004118851252964545,low,10,2.6665261889260914,826,0.0002530841600327238,0.9519084594837839,-0.7861693035412568
1909DEE8C6B8,score_early,0.00015880096526373066,0.0004118851252964545,low,10,2.349257507021465,826,0.0002530841600327238,0.32471938185262417,-0.7861693035412568
1909DEE8C6B8,score_early,0.00015880096526373066,0.0004118851252964545,low,10,2.4167504122876746,826,0.0002530841600327238,0.45814198362485414,-0.7861693035412568
1909DEE8C6B8,score_early,0.00015880096526373066,0.0004118851252964545,low,10,2.3492575070214654,826,0.0002530841600327238,0.324719381852625,-0.7861693035412568
1909DEE8C6B8,score_early,0.00015880096526373066,0.0004118851252964545,low,10,2.416750412287675,826,0.0002530841600327238,0.45814198362485503,-0.7861693035412568
1909DEE8C6B8,score_mid,-0.00017206625096381767,7.741774121920383e-05,low,10,2.6665261889260914,826,0.0002494839921830215,0.9519084594837839,-0.7861693035412568
1909DEE8C6B8,score_mid,-0.00017206625096381767,7.741774121920383e-05,low,10,2.349257507021465,826,0.0002494839921830215,0.32471938185262417,-0.7861693035412568
1909DEE8C6B8,score_mid,-0.00017206625096381767,7.741774121920383e-05,low,10,2.4167504122876746,826,0.0002494839921830215,0.45814198362485414,-0.7861693035412568
