pair_type,child_id,log_slope_local_resid_diff,auc_log_k_resid_diff,auc_linear_k_resid_diff,early_ratio_resid_diff,mean_gain_128_resid_diff
within,1076,0.08897794580706275,0.5448992864167401,29.036423615783235,0.0005076002364502452,0.3003618440555209
within,1076,0.10119655361646013,0.923431700271875,42.497268550805956,0.05619511774804242,0.409908419970725
within,1076,0.012218607809397375,0.3785324138551349,13.46084493502272,0.05670271798449267,0.10954657591520411
within,1078,0.05156118959779998,0.2796082193968705,0.10558726368321913,0.035053171791224136,0.03630747698956105
within,1078,0.01881891770373595,0.30429474357893405,6.579667428948568,0.016159060293276295,0.01884481942588523
within,1078,0.032742271894064034,0.02468652418206352,6.474080165265349,0.05121223208450043,0.01746265756367582
within,1080,0.01023162734560007,0.46188552987276355,15.282020701730943,0.0004614032025231918,0.1536088071684345
within,1080,0.03041043690925599,0.1654988698254427,10.402410231010577,0.012831463477325111,0.03355972545270447
within,1080,0.02017880956365592,0.29638666004732084,4.879610470720365,0.013292866679848303,0.12004908171573003
within,1083,0.028924624637045815,0.21796753559659843,11.302213097232567,0.03521777511999069,0.13947283167603097
within,1083,0.024492546111404168,0.6292734254863905,22.601641234403303,0.0016476960211883052,0.1848567174706579
within,1083,0.004432078525641647,0.4113058898897921,11.299428137170736,0.036865471141178996,0.04538388579462693
within,1084,0.04110608529608317,0.14261878551626594,10.624667136439626,0.07266883300407012,0.18907282474512632
within,1084,0.0015564116346959422,0.4763972340235174,14.007489817530399,0.04570669667844096,0.050606779189519946
within,1084,0.042662496930779115,0.6190160195397834,24.632156953970025,0.02696213632562916,0.23967960393464627
within,1086,0.022178545058231802,0.18593699349035475,9.641253174793292,0.13411715771958432,0.18470743955189173
within,1086,0.029518221202048833,0.1690109526112833,0.0455087778715324,0.13440171128782064,0.1018807283487757
within,1086,0.007339676143817031,0.35494794610163805,9.59574439692176,0.00028455356823631206,0.08282671120311602
within,1087,0.037103390461785735,0.10246713380684236,1.7460018991694994,0.04769255476693979,0.002419016030622556
within,1087,0.14027462267151547,0.20440217157753837,27.342509642338086,0.16312971104372986,0.32811108299483704
within,1087,0.10317123220972974,0.30686930538438073,25.596507743168587,0.11543715627679008,0.3305300990254596
within,1091,0.048035243300560304,0.6497115821665442,25.620596860547124,0.052250272424386845,0.20415489826060784
within,1091,0.09231877931239596,0.5329193011778965,29.851600942217175,0.023497912265273313,0.23042393853726129
within,1091,0.044283536011835656,0.11679228098864769,4.231004081670051,0.07574818468966016,0.026269040276653444
within,1092,0.0038186198958576334,0.3837045726311201,10.64814875227512,0.043369635385027694,0.11126854468377423
within,1092,0.08505123691449878,0.722454633604289,33.5625270620622,0.05032712064798184,0.4185270558894818
within,1092,0.08886985681035642,0.33875006097316884,22.914378309787082,0.09369675603300953,0.3072585112057076
within,1094,0.059100625424974795,0.620909787145079,27.141438583997825,0.017454358669189207,0.1727399150010196
within,1094,0.0038202008566189383,0.11932913533754963,4.219981587334303,0.02982169034087534,0.1315044616497658
within,1094,0.06292082628159373,0.7402389224826287,31.361420171332128,0.012367331671686133,0.3042443766507854
within,1097,0.09689874642657298,1.2447679424618268,50.244619556595126,0.15000533976214292,0.4327494966008707
within,1097,0.1209402532410272,1.5811551251658624,64.2772995175336,0.19681978830961588,0.4452068119695052
within,1097,0.024041506814454217,0.33638718270403567,14.03267996093848,0.046814448547472964,0.01245731536863448
within,1098,0.013855521557360417,0.3873114004621856,13.57128053061453,0.05166606286911568,0.11662989673002411
within,1098,0.06483419110627375,1.1081308833058565,42.15501265526211,0.05936164227466789,0.35117028071234846
within,1098,0.050978669548913336,0.7208194828436709,28.583732124647582,0.007695579405552211,0.23454038398232435
within,1099,0.01903424860315961,0.10564995727029913,6.160759232857686,0.024873623957123114,0.10763596130866437
within,1099,0.00888637196682468,0.06633385382904011,3.1744866550752704,0.02735299873780872,0.11258075498414755
within,1099,0.01014787663633493,0.03931610344125902,2.9862725777824153,0.052226622694931835,0.004944793675483172
within,2001,0.0340039658408432,0.15404499363242596,8.685850931193727,0.09082837883454165,0.01213709301375765
within,2003,0.013172820596604351,0.6428008108216341,16.641496697768503,0.08054282363730969,0.14000809865742703
within,2004,0.00930060162466162,0.12596432026660143,4.923665760016291,0.010449542408127233,0.03765103808708603
within,2007,0.08377517308118076,0.1936554655478222,17.812088054486395,0.01893335503428073,0.1383087850394793
within,2008,0.03908720300489266,0.43880591379589173,7.356580586705064,0.04995910390993974,0.05506321465300612
within,2009,0.08626377797791973,0.13808736273536937,7.980106657991087,0.026491011880891313,0.1281056296620806
within,2010,0.03246221881079547,0.5042495055019502,19.459208706691925,0.04611014674261926,0.21933090424534774
within,2014,0.02993061479333564,0.11569733996421139,7.573229975595069,0.050321407643619254,0.14534797609324213
within,2018,0.10273871072979074,0.586035340104726,33.22841301846847,0.127858854715172,0.31938031484117535
within,2020,0.040077450989530694,1.15064212751513,39.85757973732896,0.020065786916931172,0.35245641903114233
within,2029,0.06218056902087782,0.49366934327514,24.45902596237883,0.04589083214464462,0.14927181738356832
between,1059_vs_1022,0.006275533595633154,0.3106516759736726,9.929934494516601,0.09953613438204911,0.04063876308181591
between,1054_vs_1044,0.01247742543092717,0.31673016111088614,6.6335487899079055,0.04789068160961718,0.12820383077903696
between,1086_vs_1027,0.08246933063920514,0.78393958209013,35.53377424997916,0.05714370656912049,0.32843070532812924
between,1058_vs_1054,0.007892640730702949,0.9679069170869496,28.030964204901778,0.08134818941489363,0.15383456052598676
between,1041_vs_1039,0.010182481466596116,0.06542293248305953,2.266040569071862,0.012040680994977015,0.04852103553940035
between,1039_vs_1094,0.05845248445425549,0.350965513190042,1.3498657645516516,0.1261926019695797,0.09902273429724495
