pair_type,child_id,log_slope_local_diff,auc_log_k_diff,auc_linear_k_diff,early_ratio_diff,mean_gain_128_diff
within,1067,0.010846945854443624,0.08466154129209436,4.696745243476244,0.033484380804515546,0.03700633725572011
within,1067,0.04468622708357334,0.3574195312759505,4.25987309486635,0.06149819261198741,0.008184198758775407
within,1068,0.13936243721018454,1.1348283683720704,54.63450171332207,0.09238081776409734,0.5475759942685405
within,1068,0.048988915335106964,0.4524344803921805,21.04420655081347,0.04659509981478871,0.20306672953790206
within,1068,0.09037352187507758,0.6823938879798899,33.590295162508596,0.045785717949308635,0.3445092647306385
within,1072,0.0703839946327664,0.14022379995804535,14.926355280582868,0.11670992651679601,0.2833842958774291
within,1072,0.03238648465135874,0.08738820491229937,8.125654117690999,0.03720708392144911,0.05374373716692804
within,1072,0.10277047928412514,0.22761200487034472,23.052009398273867,0.15391701043824513,0.3371280330443571
within,1073,0.0785884117380562,1.181180951073761,46.634190159699585,0.07659549128209076,0.3584395770103701
within,1073,0.02214974635107647,0.15516021869382257,0.3870847324690203,0.045911696105947364,0.015180994233777279
within,1073,0.10073815808913267,1.0260207323799384,46.247105427230565,0.03068379517614339,0.3736205712441474
within,1075,0.040356457129064216,0.34265527917418437,16.044558777443854,0.07236635163231009,0.22591498263420617
within,1075,0.07973053013547621,0.3088949243893797,21.43451110489906,0.05064085153937892,0.20939347369055583
within,1075,0.03937407300641199,0.03376035478480466,5.389952327455205,0.02172550009293117,0.016521508943650343
within,1076,0.09631031668230272,0.6582742604385601,33.2965052812811,0.01234947213273796,0.33359856653598086
within,1076,0.08292830616473179,0.7105159144322517,33.53894125538008,0.06405168665307281,0.32692503909910897
within,1076,0.01338201051757093,0.05224165399369163,0.24243597409898143,0.07640115878581077,0.006673527436871884
within,1078,0.03296313845069948,0.5017400892183481,9.374340177159155,0.041234182572278955,0.04435952325021053
within,1078,0.06305615159202976,0.17029464195628563,3.9329824747577504,0.02544725383025015,0.1626367609347068
within,1078,0.030093013141330283,0.3314454472620625,13.307322651916905,0.015786928742028805,0.20699628418491733
within,1080,0.059887994222262375,0.9089030645391207,35.78616956049396,0.005396178196954371,0.32793963907226464
within,1080,0.09060981520331224,0.8427418545447014,39.22738817997512,0.015575763516461727,0.2582468300817471
within,1080,0.030721820981049863,0.06616120999441932,3.4412186194811625,0.010179585319507356,0.06969280899051755
within,1083,0.005498433576892614,0.3325368316114452,9.797887122919462,0.07780476552536775,0.016304749346548464
within,1083,0.012910648073324094,0.31821338520370723,7.949859445998783,0.015192211526556365,0.028643512629694
within,1083,0.0074122144964314796,0.6507502168151524,17.747746568918245,0.09299697705192411,0.044948261976242465
within,1084,0.019600425226759144,0.09549998233078316,5.869359874533103,0.05159200523357821,0.1399561215792935
within,1084,0.018575840528075593,0.19559158881055527,2.9404965452609417,0.02682500950665967,0.038793550191387194
within,1084,0.0010245846986835505,0.29109157114133843,8.809856419794045,0.02476699572691854,0.1011625713879063
within,1086,0.025915008621282376,0.362498717348414,13.623611257729976,0.16431805990597703,0.007846886496390315
within,1086,0.004245425450087881,0.34953824565465386,9.186635879547339,0.13150381301016079,0.03250216514833526
within,1086,0.030160434071370257,0.012960471693760134,4.4369753781826375,0.032814246895816246,0.024655278651944945
within,1087,0.09797114037796756,0.6071235128231942,31.569145837906916,0.0307951485139889,0.2608160984131602
within,1087,0.14094812389020095,0.36339696671209687,32.055795918741524,0.1531984327963395,0.368316089722418
within,1087,0.04297698351223339,0.24372654611109734,0.4866500808346075,0.12240328428235059,0.1074999913092578
within,1091,0.03550785182462096,0.8540226599640555,29.78307520910613,0.11584780595082833,0.16552034919300374
within,1091,0.05733593579659346,0.6281005291735182,27.45245529884295,0.047440516734904126,0.13108106313213264
