age_group,n,L,n_targets_median,n_targets_q25,n_targets_q75,baseline_mean,baseline_ci_low,baseline_ci_high,spike_mass_c_mean,spike_mass_c_ci_low,spike_mass_c_ci_high,cv_c_mean,cv_c_ci_low,cv_c_ci_high,kurtosis_c_mean,kurtosis_c_ci_low,kurtosis_c_ci_high,model
6-8yr,27,512,20.0,20.0,20.0,18.10066027885919,15.016007420309412,21.38148142798545,0.529096938218974,0.47812117095544077,0.5839148986522104,1.2884934082364685,1.232159621875436,1.3600138242439086,0.8400138297987141,-0.017677493682737376,1.9675482300261011,Qwen2.5-7B-Instruct
8-10yr,18,512,20.0,20.0,20.0,19.861939155734735,15.291538842063224,24.446564155642037,0.5310955545605281,0.464964904281382,0.5964730244307234,1.3356705873809886,1.2414449501367644,1.4595874416645156,1.6104157122733636,0.32405155568438065,3.4167229812002535,Qwen2.5-7B-Instruct
10+yr,5,512,20.0,20.0,20.0,25.63647070818742,20.08900182147275,31.624595965083124,0.5238790589739838,0.3732753716326525,0.7110452767415497,1.2768234050999017,1.1547262531943008,1.4047485834058353,0.2730887239327274,-1.0068872879889896,2.3083582154760527,Qwen2.5-7B-Instruct
