5yr_vs_10yr_l2,5yr_vs_10yr_ci_low,5yr_vs_10yr_ci_high,mean_pairwise_l2,max_pairwise_l2,max_pair
0.01363849546043788,0.005266469550331238,0.03624762954743185,0.00933932893663364,0.01615181131530339,5yr_vs_8yr
