metric,mean,ci_lo,ci_hi,condition
L50,11.329501745470466,10.847085388397149,11.835139991610315,full
L80,40.392577215411755,38.69727805068033,42.286911401816475,full
L90,67.23388826615997,65.16714956994527,69.24233481714629,full
tail_33_128,0.23904945852831153,0.22966624639397765,0.24828461739237928,full
tail_65_128,0.11024908772137446,0.1040733906478734,0.11655861409630147,full
mean_lag,23.72704833501413,23.037828973311928,24.36326001195893,full
gain128,1.2432542410182055,1.2129075541987253,1.2750309790468033,full
