doc_id,age_months,age_bin,word_count,contrast_W4,contrast_W8,contrast_W16,contrast_W32,contrast_W64
PetMcc_23_N8,60,4-5y,116,1.5715742255160492,0.3331650130516906,1.5597044267249103,1.7144419552881411,2.360905394360378
PetMcc_24_N1,60,4-5y,52,1.0232657255674003,1.4828398363261508,2.5074892294270534,3.2124865602101913,3.0257534814259315
PetMcc_24_N4,60,4-5y,60,-1.5110943249816708,-1.0879764589200815,-0.5122984706201477,-0.06159294572525501,
PetMcc_24_N6,60,4-5y,52,0.56814184442558,1.7064077668965474,3.2016115290027343,2.516483016213764,
PetMcc_24_N7,60,4-5y,56,1.534156161881972,2.9182275001253273,3.415007654654485,2.351302197196491,
PetMcc_24_N10,60,4-5y,56,2.8256818791423015,2.2381847825336343,1.506652904719313,2.019949479862202,3.9196861211623717
PetMcc_25_N4,60,4-5y,51,0.24266616869017932,0.45485880877916135,1.0785532451628876,2.241689996249325,
PetMcc_25_N6,60,4-5y,97,-0.033542720080656764,0.4933313153378484,0.47361469705200526,1.6433429509565283,0.7467195041626338
PetMcc_25_N8,60,4-5y,81,1.3946328984696166,1.3268647902164226,2.152421741764295,1.4640522642561438,2.08546732647802
PetMcc_26_N3,60,4-5y,70,-0.184670026526484,2.5705927062113134,1.9073758794674411,1.8019429396170892,1.813935911666778
PetMcc_26_N6,60,4-5y,116,-0.46693025538988087,-0.2324895549719305,-0.41291840111729367,0.3554512305087012,-0.5870396558226086
PetMcc_27_N1,60,4-5y,128,0.7613388315834992,1.4396250005332603,1.7385659272139025,1.8963519079591145,3.4026063572746756
PetMcc_27_N3,60,4-5y,76,1.1870521588292842,0.48129533497389515,0.9512074344658189,0.6155142504031255,3.708425735246687
PetMcc_27_N4,60,4-5y,80,0.6278870439300834,0.597740227052011,-0.05292550243482319,-0.28561906605530074,-4.259803929268883
PetMcc_27_N6,60,4-5y,58,1.164448502959633,2.5146019321316957,2.6425903135631366,2.0243923069486196,3.047485540276531
PetMcc_27_N10,60,4-5y,199,0.877964142213625,-0.10614973379562272,1.2042703071109475,0.4406619512278132,1.7973005215341515
PetMcc_27_N11,60,4-5y,98,1.0564725819855223,1.2382964874285864,0.4317766705335229,2.173018273578519,1.8035364762872992
PetMcc_27_N12,60,4-5y,84,-0.47738195161098407,0.3619745036154336,1.5056757653384893,1.2876504652578074,2.441605671595791
PetMcc_28_N3,60,4-5y,58,0.4266072690372631,-0.6428998382967036,-0.015462246720225892,0.07639404264822962,
PetMcc_28_N5,60,4-5y,56,0.21193173992868042,0.3223550786749225,0.9065353249567533,0.19371067595529615,
PetMcc_28_N6,60,4-5y,115,0.19078144263688082,0.7017382127749392,0.22132711977897113,0.18709960037589468,0.11058682577120381
PetMcc_28_N7,60,4-5y,102,1.506875193942367,1.5962232406981987,2.211263817431601,1.850216134420343,2.2477800636666894
PetMcc_29_N1,60,4-5y,81,-1.4676010069250394,-1.356966398470241,-0.41944724220511903,-1.077181028423747,-0.5608656120529251
PetMcc_29_N3,60,4-5y,114,0.6343841310384829,1.0605724824921758,0.3249457214475619,1.1904658438380828,1.596522854280773
PetMcc_29_N4,60,4-5y,55,0.5940515111822311,1.5643266729141458,1.8820871437866984,1.9601774400812293,
PetMcc_29_N5,60,4-5y,89,1.879740082470435,2.5374180905762325,1.9162110043472456,1.8341635870663102,
PetMcc_29_N6,60,4-5y,84,1.681606667509584,1.6998748075818642,2.5640683905999437,2.6507962431563166,3.407738217793414
