doc_id,dataset,group,n_tokens,n_sentences,tokens_per_sentence,ttr,mtld,n_turns_total,n_turns_child,n_turns_adult,adult_turn_frac,adult_token_frac,child_tokens,adult_tokens,canonical_sim,group_canonical_mean
kamar-8,dutch_frog,8-9yr,392,62,6.32258064516129,0.3392857142857143,35.73911425859427,177,128,49,0.2768361581920904,0.22049405306495884,852,241,0.0573516803578727,0.09902743918364393
kobre-8,dutch_frog,7-8yr,296,50,5.92,0.40540540540540543,46.4633349506712,188,141,47,0.25,0.2168560606060606,827,229,0.05734423715833184,0.1256694859165728
kobru-8,dutch_frog,8-9yr,476,66,7.212121212121212,0.3235294117647059,28.875,186,149,37,0.1989247311827957,0.16986706056129985,1124,230,0.13433581329883812,0.09902743918364393
kodes-8,dutch_frog,8-9yr,474,76,6.2368421052631575,0.37763713080168776,44.77630266846419,225,187,38,0.1688888888888889,0.15956622773044152,1085,206,0.08572669911116043,0.09902743918364393
kojon-8,dutch_frog,7-8yr,339,52,6.519230769230769,0.3746312684365782,33.048241206030156,171,126,45,0.2631578947368421,0.25577100646352724,806,277,0.10747072007588881,0.1256694859165728
kokel-8,dutch_frog,8-9yr,418,84,4.976190476190476,0.3397129186602871,17.826745351969752,375,307,68,0.18133333333333335,0.17539644401729937,1716,365,0.03776550495642714,0.09902743918364393
konoo-8,dutch_frog,8-9yr,350,65,5.384615384615385,0.4085714285714286,39.42057291666667,209,158,51,0.24401913875598086,0.23217247097844113,926,280,0.08339680369535511,0.09902743918364393
kotom-8,dutch_frog,8-9yr,294,45,6.533333333333333,0.35714285714285715,22.100122749590838,152,117,35,0.23026315789473684,0.21473684210526317,746,204,0.10773608130872779,0.09902743918364393
koyvo-8,dutch_frog,8-9yr,262,43,6.093023255813954,0.44274809160305345,42.00708525157541,147,113,34,0.23129251700680273,0.20151133501259447,634,160,0.10390469145205543,0.09902743918364393
krrei-8,dutch_frog,8-9yr,557,53,10.50943396226415,0.22082585278276481,19.013745942796902,156,132,24,0.15384615384615385,0.07334273624823695,1314,104,0.15182251941486097,0.09902743918364393
mlwen-8,dutch_frog,7-8yr,677,85,7.964705882352941,0.2511078286558346,24.95208407084451,196,167,29,0.14795918367346939,0.08774113254511512,1466,141,0.21890618336520867,0.1256694859165728
sldeb-8,dutch_frog,9-10yr,328,40,8.2,0.29573170731707316,18.97763447464046,125,102,23,0.184,0.16153846153846155,763,147,0.19483704603927865,0.12942082867064442
slmar-8,dutch_frog,8-9yr,191,35,5.457142857142857,0.4816753926701571,30.81950328707086,93,81,12,0.12903225806451613,0.09163346613545817,456,46,0.039214571525238016,0.09902743918364393
slric-8,dutch_frog,8-9yr,308,41,7.512195121951219,0.3344155844155844,24.742074927953894,115,93,22,0.19130434782608696,0.1457286432160804,680,116,0.13613331637567103,0.09902743918364393
slshi-8,dutch_frog,8-9yr,276,38,7.2631578947368425,0.40942028985507245,33.625278996865205,99,88,11,0.1111111111111111,0.10810810810810811,561,68,0.051816184215365185,0.09902743918364393
ttfra-8,dutch_frog,8-9yr,345,43,8.023255813953488,0.30434782608695654,23.10267857142857,120,95,25,0.20833333333333334,0.1210762331838565,784,108,0.11540503130388316,0.09902743918364393
ttpri-8,dutch_frog,7-8yr,276,40,6.9,0.3695652173913043,31.671599718111345,129,106,23,0.17829457364341086,0.12046783625730995,752,103,0.0994111897381325,0.1256694859165728
wacin-8,dutch_frog,8-9yr,295,34,8.676470588235293,0.34915254237288135,22.152528727219497,105,84,21,0.2,0.1317365269461078,725,110,0.04661470358776669,0.09902743918364393
wadan-8,dutch_frog,8-9yr,304,39,7.794871794871795,0.3651315789473684,22.855838806634754,134,111,23,0.17164179104477612,0.1494661921708185,717,126,0.13831661520550215,0.09902743918364393
wasab-8,dutch_frog,8-9yr,365,39,9.35897435897436,0.36164383561643837,35.23211755564697,127,105,22,0.1732283464566929,0.12427184466019417,902,128,0.13705840654309923,0.09902743918364393
arden-9,dutch_frog,9-10yr,262,36,7.277777777777778,0.3282442748091603,21.54574991218827,95,87,8,0.08421052631578947,0.030595813204508857,602,19,0.2171602995109441,0.12942082867064442
jedia-9,dutch_frog,9-10yr,235,42,5.595238095238095,0.49361702127659574,38.5577731092437,120,112,8,0.06666666666666667,0.04311774461028192,577,26,0.11144924158645876,0.12942082867064442
jhand-9,dutch_frog,9-10yr,470,66,7.121212121212121,0.3702127659574468,42.16679667186688,139,123,16,0.11510791366906475,0.05642633228840126,903,54,0.07542447309502454,0.12942082867064442
jhche-9,dutch_frog,9-10yr,347,55,6.3090909090909095,0.3804034582132565,29.16757790273961,118,104,14,0.11864406779661017,0.04,816,34,0.11825968065050574,0.12942082867064442
jhmar-9,dutch_frog,8-9yr,325,46,7.065217391304348,0.38153846153846155,32.71138806370872,123,102,21,0.17073170731707318,0.05630026809651475,704,42,0.04578048591004054,0.09902743918364393
kamar-9,dutch_frog,9-10yr,401,53,7.566037735849057,0.33665835411471323,35.34312638580931,175,159,16,0.09142857142857143,0.034635224760501106,1310,47,0.08208480543085019,0.12942082867064442
kobre-9,dutch_frog,9-10yr,288,46,6.260869565217392,0.3923611111111111,28.184615384615384,108,93,15,0.1388888888888889,0.043795620437956206,655,30,0.11884729249263824,0.12942082867064442
kobru-9,dutch_frog,9-10yr,332,40,8.3,0.3373493975903614,23.018526065526103,100,86,14,0.14,0.03879310344827586,669,27,0.20997652381635942,0.12942082867064442
kodes-9,dutch_frog,9-10yr,428,63,6.7936507936507935,0.40420560747663553,45.751475299275,152,139,13,0.08552631578947369,0.04021164021164021,907,38,0.054960363818391526,0.12942082867064442
kojon-9,dutch_frog,8-9yr,297,44,6.75,0.3400673400673401,22.311965811965813,99,85,14,0.1414141414141414,0.03993344425956739,577,24,0.1340285670680034,0.09902743918364393
kokel-9,dutch_frog,9-10yr,267,51,5.235294117647059,0.45692883895131087,27.83083340386173,119,102,17,0.14285714285714285,0.0684931506849315,612,45,0.05695321898504017,0.12942082867064442
konoo-9,dutch_frog,9-10yr,465,52,8.942307692307692,0.30752688172043013,33.47448362166176,116,103,13,0.11206896551724138,0.027262813522355506,892,25,0.12416670008649394,0.12942082867064442
kotom-9,dutch_frog,9-10yr,272,40,6.8,0.3492647058823529,23.225270151471538,95,83,12,0.12631578947368421,0.027287319422150885,606,17,0.18862153649267932,0.12942082867064442
koyvo-9,dutch_frog,9-10yr,260,32,8.125,0.4076923076923077,30.698061287066363,94,79,15,0.1595744680851064,0.05921052631578947,572,36,0.12354046612744538,0.12942082867064442
krrei-9,dutch_frog,9-10yr,322,38,8.473684210526315,0.3385093167701863,23.910483237874516,102,95,7,0.06862745098039216,0.021664766248574687,858,19,0.1508253858179665,0.12942082867064442
mlwen-9,dutch_frog,8-9yr,436,53,8.226415094339623,0.26376146788990823,28.51195928753181,117,113,4,0.03418803418803419,0.01015228426395939,975,10,0.17991022856304142,0.09902743918364393
sldeb-9,dutch_frog,10+yr,351,45,7.8,0.3561253561253561,27.0,103,96,7,0.06796116504854369,0.0329512893982808,675,23,0.1866692713128478,0.13141658222572375
slmar-9,dutch_frog,9-10yr,242,36,6.722222222222222,0.4380165289256198,40.90052083333333,91,81,10,0.10989010989010989,0.04770318021201413,539,27,0.1513920394658203,0.12942082867064442
slric-9,dutch_frog,9-10yr,274,39,7.0256410256410255,0.3686131386861314,27.879075014100394,98,91,7,0.07142857142857142,0.021246458923512748,691,15,0.1897864835736119,0.12942082867064442
slshi-9,dutch_frog,9-10yr,272,38,7.157894736842105,0.4264705882352941,41.76099563338579,83,79,4,0.04819277108433735,0.01651376146788991,536,9,0.0985464574755687,0.12942082867064442
ttfra-9,dutch_frog,9-10yr,287,43,6.674418604651163,0.3205574912891986,22.382917390617596,94,90,4,0.0425531914893617,0.0171606864274571,630,11,0.12429145523262569,0.12942082867064442
ttpri-9,dutch_frog,8-9yr,169,27,6.2592592592592595,0.46745562130177515,36.38951612903226,78,72,6,0.07692307692307693,0.026004728132387706,412,11,0.0878077745006349,0.09902743918364393
wacin-9,dutch_frog,9-10yr,189,30,6.3,0.43386243386243384,28.02667013547816,83,79,4,0.04819277108433735,0.024844720496894408,471,12,0.03293643540122836,0.12942082867064442
