group,n,median_tokens_mean,median_tokens_ci_low,median_tokens_ci_high,ttr_mean,ttr_ci_low,ttr_ci_high,mtld_mean,mtld_ci_low,mtld_ci_high,tokens_per_sentence_mean,tokens_per_sentence_ci_low,tokens_per_sentence_ci_high,canonical_sim_mean,canonical_sim_ci_low,canonical_sim_ci_high,adult_token_frac_mean,adult_token_frac_ci_low,adult_token_frac_ci_high,adult_turn_frac_mean,adult_turn_frac_ci_low,adult_turn_frac_ci_high
LI,450,77.0,53.0,112.0,0.5255268758994921,0.5152776623756387,0.5352643203896921,24.478213158967225,23.434008479955384,25.473293717149517,6.294819671932936,6.139936895407184,6.452975803147648,0.07088047469325237,0.06883252566007121,0.07293190450543442,,,,,,
TD,1710,89.0,61.0,127.0,0.5343869084921049,0.5296611398199483,0.5385012150164795,29.171652256039295,28.72192908010714,29.709398218020198,7.498030736554484,7.425234511357398,7.571116904152147,0.0743500099666372,0.07335192026697102,0.07530191828115312,,,,,,
UNK,6,70.0,62.25,86.75,0.5769584441442824,0.5320942243852128,0.6264839028682415,25.444335581582873,19.65489310407239,32.66000115695517,3.8800181300181293,3.738603988603989,4.032837995337996,0.07579578660832138,0.06510106705409119,0.08747925943349974,,,,,,
