doc_id,dataset,group,n_tokens,n_sentences,tokens_per_sentence,ttr,mtld,n_turns_total,n_turns_child,n_turns_adult,adult_turn_frac,adult_token_frac,child_tokens,adult_tokens,canonical_sim,group_canonical_mean
31322535,miami_mono,grade2,286,31,9.225806451612904,0.38461538461538464,25.168266154830455,31,31,0,0.0,0.0,330,0,0.0925932103037423,0.1020490126037401
31322536,miami_mono,grade2,590,77,7.662337662337662,0.2796610169491525,25.46348992825607,77,77,0,0.0,0.0,700,0,0.12057521352070688,0.1020490126037401
31322578,miami_mono,grade2,551,59,9.338983050847459,0.2323049001814882,19.502492586154002,59,59,0,0.0,0.0,641,0,0.09490642490754839,0.1020490126037401
32321498,miami_mono,grade2,659,70,9.414285714285715,0.2852807283763278,25.689477795505915,70,70,0,0.0,0.0,772,0,0.12907287143546617,0.1020490126037401
32321499,miami_mono,grade2,465,63,7.380952380952381,0.3096774193548387,24.152815506295866,63,63,0,0.0,0.0,555,0,0.11569113816616443,0.1020490126037401
32322011,miami_mono,grade2,412,53,7.773584905660377,0.279126213592233,14.834605960453587,53,53,0,0.0,0.0,489,0,0.08423099380192325,0.1020490126037401
32322012,miami_mono,grade2,199,27,7.37037037037037,0.3969849246231156,20.775728344267765,27,27,0,0.0,0.0,243,0,0.09429089069488739,0.1020490126037401
32322025,miami_mono,grade2,208,18,11.555555555555555,0.40865384615384615,20.871544715447158,18,18,0,0.0,0.0,262,0,0.08136075400541139,0.1020490126037401
32322038,miami_mono,grade2,466,46,10.130434782608695,0.3090128755364807,19.976920600426578,46,46,0,0.0,0.0,556,0,0.12214817540740984,0.1020490126037401
32322039,miami_mono,grade2,633,74,8.554054054054054,0.26224328593996843,25.085823924991182,74,74,0,0.0,0.0,740,0,0.14603584297278718,0.1020490126037401
32322044,miami_mono,grade2,427,57,7.491228070175438,0.2529274004683841,14.743408403020224,56,56,0,0.0,0.0,522,0,0.10872871608877135,0.1020490126037401
32322109,miami_mono,grade2,280,40,7.0,0.31785714285714284,19.55673758865248,40,40,0,0.0,0.0,322,0,0.11258488155436777,0.1020490126037401
32322110,miami_mono,grade2,269,37,7.27027027027027,0.3159851301115242,22.416666666666668,37,37,0,0.0,0.0,325,0,0.09726784433391303,0.1020490126037401
32322119,miami_mono,grade2,208,28,7.428571428571429,0.32211538461538464,21.335622317596567,28,28,0,0.0,0.0,251,0,0.057601177952294545,0.1020490126037401
