doc_id,dataset,group,n_tokens,n_sentences,tokens_per_sentence,ttr,mtld,n_turns_total,adult_turn_frac,adult_token_frac,canonical_sim,group_canonical_mean
ECSC_4003_1_75M_4003_YR1,ecsc,6-8yr,497,150,3.3133333333333335,0.24949698189134809,19.143703703703704,,,,0.08523367513313865,0.07367355247314691
ECSC_1014_1_76F_1014_YR1,ecsc,6-8yr,226,71,3.183098591549296,0.3938053097345133,21.256687925723458,,,,0.06106025859406928,0.07367355247314691
ECSC_1014_2_76F_1014_YR2,ecsc,6-8yr,536,122,4.39344262295082,0.34888059701492535,35.89285714285714,,,,0.09734936447073048,0.07367355247314691
ECSC_1014_3_76F_1014_YR3,ecsc,6-8yr,547,108,5.064814814814815,0.3162705667276051,35.022407620508886,,,,0.10494234345614786,0.07367355247314691
ECSC_1023_1_76F_1023_YR1,ecsc,6-8yr,77,24,3.2083333333333335,0.4675324675324675,15.4,,,,0.05971488013552341,0.07367355247314691
ECSC_1023_2_76F_1023_YR2,ecsc,6-8yr,278,70,3.9714285714285715,0.5,54.81168236323401,,,,0.08300023361782986,0.07367355247314691
ECSC_1023_3_76F_1023_YR3,ecsc,6-8yr,215,35,6.142857142857143,0.46511627906976744,35.749316083998664,,,,0.07147557072170778,0.07367355247314691
ECSC_1065_1_76F_1065_YR1,ecsc,6-8yr,344,85,4.047058823529412,0.3430232558139535,29.622810877409137,,,,0.10047688236554043,0.07367355247314691
ECSC_1065_2_76F_1065_YR2,ecsc,6-8yr,364,73,4.986301369863014,0.35714285714285715,29.166666666666664,,,,0.07044232248535678,0.07367355247314691
ECSC_1065_3_76F_1065_YR3,ecsc,6-8yr,334,71,4.704225352112676,0.38023952095808383,20.678284820535232,,,,0.06584878459072933,0.07367355247314691
ECSC_3005_1_77M_3005_YR1,ecsc,6-8yr,365,111,3.2882882882882885,0.4438356164383562,33.81562819203269,,,,0.03208585483457307,0.07367355247314691
ECSC_3006_1_77M_3006_YR1,ecsc,6-8yr,270,71,3.8028169014084505,0.46296296296296297,47.103550295857985,,,,0.04042348882800478,0.07367355247314691
ECSC_1004_1_78F_1004_YR1,ecsc,6-8yr,404,141,2.8652482269503547,0.27970297029702973,19.880932817894873,,,,0.054910109943137976,0.07367355247314691
ECSC_1004_2_78F_1004_YR2,ecsc,6-8yr,326,102,3.196078431372549,0.36503067484662577,26.244167244167244,,,,0.07785117456417692,0.07367355247314691
ECSC_1004_3_78F_1004_YR3,ecsc,6-8yr,347,89,3.898876404494382,0.37752161383285304,28.857349233926474,,,,0.06516390728854325,0.07367355247314691
ECSC_4066_1_78F_4066_YR1,ecsc,6-8yr,321,99,3.242424242424242,0.43302180685358255,31.75932677117511,,,,0.07609956970300893,0.07367355247314691
ECSC_1068_1_78M_1068_YR1,ecsc,6-8yr,295,59,5.0,0.33559322033898303,23.758236110132245,,,,0.07249149133230912,0.07367355247314691
ECSC_1068_2_78M_1068_YR2,ecsc,6-8yr,343,100,3.43,0.37900874635568516,35.755498150635184,,,,0.029648636209369455,0.07367355247314691
ECSC_1068_3_78M_1068_YR3,ecsc,6-8yr,399,98,4.071428571428571,0.41353383458646614,51.72886690647482,,,,0.04374141410464779,0.07367355247314691
ECSC_2026_1_78M_2026_YR1,ecsc,6-8yr,193,46,4.195652173913044,0.35233160621761656,22.83476760015558,,,,0.08489317751717691,0.07367355247314691
ECSC_4017_1_78M_4017_YR1,ecsc,6-8yr,198,61,3.2459016393442623,0.32323232323232326,17.324324324324323,,,,0.0843278322015147,0.07367355247314691
ECSC_1035_1_79M_1035_YR1,ecsc,6-8yr,274,49,5.591836734693878,0.40145985401459855,33.05289556452468,,,,0.08887380461410521,0.07367355247314691
ECSC_1035_2_79M_1035_YR2,ecsc,6-8yr,242,56,4.321428571428571,0.3760330578512397,40.91038611194253,,,,0.08651892350115804,0.07367355247314691
ECSC_1035_3_79M_1035_YR3,ecsc,6-8yr,236,52,4.538461538461538,0.4152542372881356,23.947058823529414,,,,0.07603309695699612,0.07367355247314691
ECSC_4057_1_79M_4057_YR1,ecsc,6-8yr,131,32,4.09375,0.48854961832061067,33.43079868708972,,,,0.06669818545127938,0.07367355247314691
ECSC_1064_1_80F_1064_YR1,ecsc,6-8yr,234,49,4.775510204081633,0.37606837606837606,22.832038834951454,,,,0.09773172469139887,0.07367355247314691
ECSC_1064_2_80F_1064_YR2,ecsc,6-8yr,229,43,5.325581395348837,0.34497816593886466,17.615384615384617,,,,0.08207302937476448,0.07367355247314691
ECSC_1064_3_80F_1064_YR3,ecsc,6-8yr,272,64,4.25,0.38235294117647056,28.026452499081806,,,,0.04474037517103637,0.07367355247314691
ECSC_2024_1_80F_2024_YR1,ecsc,6-8yr,139,31,4.483870967741935,0.45323741007194246,20.07073224470041,,,,0.0630436372072229,0.07367355247314691
