doc_id,file_id,story_id,group,age_bin,age_years,word_count,n_tokens,n_sentences,tokens_per_sentence,ttr,mtld,adult_token_frac,canonical_sim
903_B1,903,B1,LI,9-10yr,9.084166666666667,36,26,5,5.2,0.9230769230769231,94.64000000000007,0.25,0.04974001755235276
903_B2,903,B2,LI,9-10yr,9.084166666666667,81,68,9,7.555555555555555,0.5882352941176471,31.797927461139892,0.11956521739130435,0.08060724525345019
903_B3,903,B3,LI,9-10yr,9.084166666666667,104,82,14,5.857142857142857,0.6341463414634146,44.72454729235667,0.09565217391304348,0.0642806224608716
920_A1,920,A1,LI,9-10yr,9.501666666666667,79,64,8,8.0,0.5625,24.9228998849252,0.05952380952380952,0.11571989599938164
920_A2,920,A2,LI,9-10yr,9.501666666666667,114,92,11,8.363636363636363,0.4782608695652174,14.792705167173253,0.05,0.08071782162042927
920_A3,920,A3,LI,9-10yr,9.501666666666667,213,174,22,7.909090909090909,0.4367816091954023,24.859479285270503,0.03619909502262444,0.12411156533583145
920_B1,920,B1,LI,9-10yr,9.501666666666667,94,74,11,6.7272727272727275,0.5405405405405406,23.462239583333336,0.19658119658119658,0.09547190580560729
920_B2,920,B2,LI,9-10yr,9.501666666666667,124,98,14,7.0,0.5408163265306123,24.010812892522814,0.06060606060606061,0.07826044611250105
920_B3,920,B3,LI,9-10yr,9.501666666666667,213,174,21,8.285714285714286,0.46551724137931033,36.79864864864865,0.05752212389380531,0.10618291987901472
924_A1,924,A1,LI,9-10yr,9.344166666666666,190,154,18,8.555555555555555,0.4025974025974026,24.55072463768116,0.015544041450777202,0.10527562859283358
924_A2,924,A2,LI,9-10yr,9.344166666666666,221,182,24,7.583333333333333,0.41208791208791207,22.674236786119693,0.017777777777777778,0.10872344065652866
924_A3,924,A3,LI,9-10yr,9.344166666666666,323,256,36,7.111111111111111,0.34765625,32.0,0.01524390243902439,0.09278965540955278
924_B1,924,B1,LI,9-10yr,9.344166666666666,112,94,10,9.4,0.46808510638297873,21.226797385620916,0.0743801652892562,0.05868387197266217
924_B2,924,B2,LI,9-10yr,9.344166666666666,231,201,16,12.5625,0.4577114427860697,21.74252077562327,0.0375,0.0799576661946501
924_B3,924,B3,LI,9-10yr,9.344166666666666,266,214,25,8.56,0.4439252336448598,29.59781619654231,0.036231884057971016,0.06358265760573437
928_A1,928,A1,LI,9-10yr,9.671666666666667,78,65,7,9.285714285714286,0.49230769230769234,12.126344086021504,0.17894736842105263,0.06332239299146011
928_A2,928,A2,LI,9-10yr,9.671666666666667,76,65,7,9.285714285714286,0.5846153846153846,27.083333333333336,0.06172839506172839,0.08136816100471866
928_A3,928,A3,LI,9-10yr,9.671666666666667,199,157,21,7.476190476190476,0.3885350318471338,16.04888888888889,0.03864734299516908,0.08681543037917624
928_B1,928,B1,LI,9-10yr,9.671666666666667,76,65,8,8.125,0.6,33.125,0.11627906976744186,0.0865957092627128
928_B2,928,B2,LI,9-10yr,9.671666666666667,102,83,10,8.3,0.5301204819277109,27.074140292148506,0.08928571428571429,0.06136370524090905
928_B3,928,B3,LI,9-10yr,9.671666666666667,124,102,15,6.8,0.5784313725490197,31.7979274611399,0.05343511450381679,0.07221822913783221
932_A1,932,A1,LI,9-10yr,9.768333333333333,103,81,11,7.363636363636363,0.5432098765432098,15.729638009049774,0.08035714285714286,0.046020057731184276
932_A2,932,A2,LI,9-10yr,9.768333333333333,99,77,11,7.0,0.5454545454545454,22.458333333333336,0.029411764705882353,0.08034147515350763
932_A3,932,A3,LI,9-10yr,9.768333333333333,244,191,31,6.161290322580645,0.4293193717277487,29.55952380952381,0.027888446215139442,0.06354064696901761
932_B1,932,B1,LI,9-10yr,9.768333333333333,90,76,8,9.5,0.5526315789473685,19.643715846994535,0.1346153846153846,0.09160574539312046
932_B2,932,B2,LI,9-10yr,9.768333333333333,214,175,21,8.333333333333334,0.5371428571428571,39.03932225063939,0.0735930735930736,0.0782870469905451
932_B3,932,B3,LI,9-10yr,9.768333333333333,258,206,29,7.103448275862069,0.45145631067961167,44.10272727272728,0.015267175572519083,0.06032705116133086
934_A1,934,A1,LI,9-10yr,9.583333333333334,71,58,7,8.285714285714286,0.5689655172413793,21.607843137254903,0.13414634146341464,0.08745227651498651
934_A2,934,A2,LI,9-10yr,9.583333333333334,81,63,9,7.0,0.5714285714285714,19.691876571076797,0.0,0.08383788536777016
934_A3,934,A3,LI,9-10yr,9.583333333333334,121,98,12,8.166666666666666,0.5306122448979592,31.192539109506615,0.024193548387096774,0.09202230365666837
934_B1,934,B1,LI,9-10yr,9.583333333333334,76,63,7,9.0,0.6349206349206349,30.929864253393667,0.10588235294117647,0.08526974089581503
934_B2,934,B2,LI,9-10yr,9.583333333333334,112,91,11,8.272727272727273,0.5604395604395604,28.16670096239078,0.058823529411764705,0.08220887741626327
934_B3,934,B3,LI,9-10yr,9.583333333333334,150,117,17,6.882352941176471,0.4700854700854701,23.120868455649216,0.0625,0.10976104545280771
935_A1,935,A1,LI,9-10yr,9.2675,51,41,5,8.2,0.5853658536585366,19.137034376036258,0.22727272727272727,0.07776307800232331
935_A2,935,A2,LI,9-10yr,9.2675,88,70,9,7.777777777777778,0.5,23.628691983122362,0.13725490196078433,0.08672000314068141
935_A3,935,A3,LI,9-10yr,9.2675,149,122,15,8.133333333333333,0.4426229508196721,23.586666666666666,0.14367816091954022,0.08490879258048416
935_B1,935,B1,LI,9-10yr,9.2675,44,34,5,6.8,0.7058823529411765,30.336206896551722,0.13725490196078433,0.07422782535676078
935_B2,935,B2,LI,9-10yr,9.2675,78,64,8,8.0,0.546875,26.38019637076735,0.09302325581395349,0.07338477655892642
935_B3,935,B3,LI,9-10yr,9.2675,146,116,16,7.25,0.47413793103448276,24.898191305367455,0.10975609756097561,0.1117439189108873
401_A1,401,A1,TD,4-5yr,4.835,105,86,10,8.6,0.47674418604651164,19.75260078023407,0.2446043165467626,0.0827225365337363
401_A2,401,A2,TD,4-5yr,4.835,157,126,16,7.875,0.4523809523809524,35.58767441860465,0.09248554913294797,0.11413671957472546
401_A3,401,A3,TD,4-5yr,4.835,282,225,30,7.5,0.38222222222222224,29.126326152043738,0.09615384615384616,0.10795588933745866
401_B1,401,B1,TD,4-5yr,4.835,133,107,13,8.23076923076923,0.4672897196261682,26.75,0.18404907975460122,0.09409781933897073
401_B2,401,B2,TD,4-5yr,4.835,256,200,28,7.142857142857143,0.45,30.34539651044924,0.1048951048951049,0.08742800632915919
401_B3,401,B3,TD,4-5yr,4.835,292,228,30,7.6,0.42105263157894735,28.296133004189606,0.07301587301587302,0.10560097886296561
402_A1,402,A1,TD,4-5yr,4.593333333333334,63,47,9,5.222222222222222,0.5319148936170213,14.251685934489402,0.31521739130434784,0.06864565234655688
402_A2,402,A2,TD,4-5yr,4.593333333333334,79,61,12,5.083333333333333,0.6065573770491803,26.58304794520548,0.4357142857142857,0.07458439462020829
402_A3,402,A3,TD,4-5yr,4.593333333333334,156,108,27,4.0,0.39814814814814814,16.0,0.27102803738317754,0.07470611532004022
402_B1,402,B1,TD,4-5yr,4.593333333333334,70,52,8,6.5,0.5769230769230769,23.94303797468354,0.2391304347826087,0.06360383081598557
402_B2,402,B2,TD,4-5yr,4.593333333333334,109,82,18,4.555555555555555,0.43902439024390244,18.45,0.36257309941520466,0.05489739236697352
402_B3,402,B3,TD,4-5yr,4.593333333333334,194,146,29,5.0344827586206895,0.3561643835616438,14.766963151207115,0.35973597359735976,0.06657786681796371
405_A1,405,A1,TD,4-5yr,4.679166666666667,63,49,7,7.0,0.4897959183673469,16.333333333333332,0.26744186046511625,0.07301616272084294
405_A2,405,A2,TD,4-5yr,4.679166666666667,153,120,20,6.0,0.55,37.42946937805023,0.34893617021276596,0.09546651380193653
405_A3,405,A3,TD,4-5yr,4.679166666666667,173,137,22,6.2272727272727275,0.4233576642335766,27.64585396039604,0.2510822510822511,0.07535175512837407
405_B1,405,B1,TD,4-5yr,4.679166666666667,106,85,12,7.083333333333333,0.6588235294117647,47.259046701130295,0.29333333333333333,0.07856314389862588
405_B2,405,B2,TD,4-5yr,4.679166666666667,114,86,15,5.733333333333333,0.6627906976744186,38.30977312390925,0.36666666666666664,0.06657922977651766
405_B3,405,B3,TD,4-5yr,4.679166666666667,185,136,27,5.037037037037037,0.45588235294117646,31.7979274611399,0.19213973799126638,0.10699420374785003
406_A1,406,A1,TD,4-5yr,4.595833333333333,158,124,16,7.75,0.43548387096774194,19.19047619047619,0.1270718232044199,0.06345622406423625
406_A2,406,A2,TD,4-5yr,4.595833333333333,160,122,14,8.714285714285714,0.39344262295081966,11.038939907418296,0.06432748538011696,0.046691781254372774
406_A3,406,A3,TD,4-5yr,4.595833333333333,224,182,24,7.583333333333333,0.38461538461538464,22.818113772455092,0.0044444444444444444,0.06539039201718884
406_B1,406,B1,TD,4-5yr,4.595833333333333,80,63,10,6.3,0.5238095238095238,17.230377906976745,0.06976744186046512,0.03152717316542682
406_B2,406,B2,TD,4-5yr,4.595833333333333,83,66,9,7.333333333333333,0.4696969696969697,16.5,0.15306122448979592,0.03731687745156148
406_B3,406,B3,TD,4-5yr,4.595833333333333,150,114,19,6.0,0.4649122807017544,19.409803921568628,0.14772727272727273,0.05090927538767677
409_A1,409,A1,TD,4-5yr,4.8341666666666665,56,44,6,7.333333333333333,0.5909090909090909,23.574342017240394,0.2727272727272727,0.07494383044099943
409_A2,409,A2,TD,4-5yr,4.8341666666666665,69,52,9,5.777777777777778,0.6346153846153846,21.987654320987655,0.29591836734693877,0.09016408621644213
409_A3,409,A3,TD,4-5yr,4.8341666666666665,102,78,13,6.0,0.5256410256410257,22.75,0.184,0.0921692185291701
409_B1,409,B1,TD,4-5yr,4.8341666666666665,45,35,7,5.0,0.6571428571428571,26.25,0.3283582089552239,0.08690680511239254
409_B2,409,B2,TD,4-5yr,4.8341666666666665,82,68,9,7.555555555555555,0.5588235294117647,20.746085011185684,0.2336448598130841,0.0773749616886297
409_B3,409,B3,TD,4-5yr,4.8341666666666665,127,100,15,6.666666666666667,0.5,17.48106060606061,0.2616279069767442,0.07084290822945075
410_A1,410,A1,TD,4-5yr,4.105833333333333,84,64,11,5.818181818181818,0.421875,13.43030303030303,0.5578947368421052,0.04948514257018419
410_A2,410,A2,TD,4-5yr,4.105833333333333,64,51,8,6.375,0.49019607843137253,12.345815984300208,0.08571428571428572,0.052048064713881105
410_A3,410,A3,TD,4-5yr,4.105833333333333,120,93,14,6.642857142857143,0.44086021505376344,14.892633228840126,0.08396946564885496,0.057247113738186806
410_B1,410,B1,TD,4-5yr,4.105833333333333,60,48,6,8.0,0.5416666666666666,17.560975609756095,0.09090909090909091,0.05606187658590985
410_B2,410,B2,TD,4-5yr,4.105833333333333,53,45,8,5.625,0.5777777777777777,17.633139404788544,0.13114754098360656,0.06315836627106024
410_B3,410,B3,TD,4-5yr,4.105833333333333,139,119,17,7.0,0.42016806722689076,15.9375,0.23204419889502761,0.0871793499805243
414_A1,414,A1,TD,4-5yr,4.931666666666667,65,48,8,6.0,0.7083333333333334,43.83333333333333,0.23529411764705882,0.05827073153508025
414_A2,414,A2,TD,4-5yr,4.931666666666667,96,68,16,4.25,0.6029411764705882,21.643802647412755,0.19327731092436976,0.08766380164600727
414_A3,414,A3,TD,4-5yr,4.931666666666667,130,102,19,5.368421052631579,0.5686274509803921,42.41210107123628,0.23076923076923078,0.06532009616228844
414_B1,414,B1,TD,4-5yr,4.931666666666667,45,31,9,3.4444444444444446,0.7741935483870968,38.440000000000005,0.16666666666666666,0.057427322137251956
414_B2,414,B2,TD,4-5yr,4.931666666666667,128,95,19,5.0,0.6105263157894737,41.62128712871287,0.3933649289099526,0.08205826495907927
414_B3,414,B3,TD,4-5yr,4.931666666666667,146,105,19,5.526315789473684,0.6095238095238096,45.64972161528466,0.1511627906976744,0.08335398390763737
417_A1,417,A1,TD,4-5yr,4.605,154,134,13,10.307692307692308,0.4626865671641791,22.002437029541014,0.11494252873563218,0.09037252883596167
417_A2,417,A2,TD,4-5yr,4.605,209,173,25,6.92,0.4277456647398844,34.156826716738195,0.09523809523809523,0.09347263080843626
417_A3,417,A3,TD,4-5yr,4.605,370,308,40,7.7,0.3409090909090909,29.715492957746477,0.04639175257731959,0.12346051829439753
417_B1,417,B1,TD,4-5yr,4.605,89,72,11,6.545454545454546,0.5555555555555556,30.383722249536703,0.1523809523809524,0.08758524233440378
417_B2,417,B2,TD,4-5yr,4.605,124,96,17,5.647058823529412,0.5104166666666666,21.6,0.08823529411764706,0.09913173523110491
417_B3,417,B3,TD,4-5yr,4.605,212,169,23,7.3478260869565215,0.4437869822485207,26.013736044657097,0.05357142857142857,0.10619407146054347
418_A1,418,A1,TD,4-5yr,4.835833333333333,74,59,9,6.555555555555555,0.4915254237288136,17.52898550724638,0.14942528735632185,0.10355640836590638
418_A2,418,A2,TD,4-5yr,4.835833333333333,86,69,8,8.625,0.6086956521739131,28.75,0.07526881720430108,0.1043429089130337
418_A3,418,A3,TD,4-5yr,4.835833333333333,195,147,22,6.681818181818182,0.3741496598639456,22.75,0.09722222222222222,0.09667480822502317
418_B1,418,B1,TD,4-5yr,4.835833333333333,102,84,11,7.636363636363637,0.5476190476190477,26.186528497409327,0.14285714285714285,0.12546837585397078
418_B2,418,B2,TD,4-5yr,4.835833333333333,113,91,12,7.583333333333333,0.5384615384615384,31.164757719829034,0.05042016806722689,0.09431829088321977
418_B3,418,B3,TD,4-5yr,4.835833333333333,188,146,20,7.3,0.4589041095890411,26.129688747007187,0.1826086956521739,0.10917330687299082
421_A1,421,A1,TD,4-5yr,4.433333333333334,148,127,15,8.466666666666667,0.5433070866141733,45.73954868278149,0.11377245508982035,0.07751831806206286
421_A2,421,A2,TD,4-5yr,4.433333333333334,197,160,18,8.88888888888889,0.525,37.277676950998185,0.0794392523364486,0.08292990440284434
421_A3,421,A3,TD,4-5yr,4.433333333333334,288,234,32,7.3125,0.39316239316239315,30.985624214585954,0.06796116504854369,0.10632091621389034
421_B1,421,B1,TD,4-5yr,4.433333333333334,172,141,18,7.833333333333333,0.5035460992907801,40.4520839004325,0.1568627450980392,0.09422555448009248
421_B2,421,B2,TD,4-5yr,4.433333333333334,296,232,33,7.03030303030303,0.4525862068965517,27.67216117216117,0.07210031347962383,0.09454016304619035
421_B3,421,B3,TD,4-5yr,4.433333333333334,470,378,47,8.042553191489361,0.373015873015873,34.65,0.024896265560165973,0.07716435122786448
425_A1,425,A1,TD,4-5yr,4.761666666666667,78,61,10,6.1,0.5081967213114754,26.762254901960787,0.14285714285714285,0.045550945000677405
425_A2,425,A2,TD,4-5yr,4.761666666666667,100,77,11,7.0,0.5324675324675324,17.874003526910812,0.1452991452991453,0.06865692910769502
425_A3,425,A3,TD,4-5yr,4.761666666666667,192,148,23,6.434782608695652,0.42567567567567566,20.743634009495036,0.06796116504854369,0.08134214435064133
425_B1,425,B1,TD,4-5yr,4.761666666666667,67,56,8,7.0,0.6071428571428571,34.38347227256253,0.14102564102564102,0.1224966768562191
425_B2,425,B2,TD,4-5yr,4.761666666666667,221,173,26,6.653846153846154,0.4161849710982659,22.84975940178535,0.05555555555555555,0.09247710824634803
425_B3,425,B3,TD,4-5yr,4.761666666666667,235,180,29,6.206896551724138,0.37777777777777777,23.668634948973438,0.044715447154471545,0.10041701561770827
429_A1,429,A1,TD,4-5yr,4.8341666666666665,46,36,5,7.2,0.6666666666666666,28.913385826771655,0.30303030303030304,0.0784235386411193
429_A2,429,A2,TD,4-5yr,4.8341666666666665,91,70,12,5.833333333333333,0.6142857142857143,23.333333333333332,0.11650485436893204,0.08041051262632491
429_A3,429,A3,TD,4-5yr,4.8341666666666665,110,84,13,6.461538461538462,0.5833333333333334,29.18819188191882,0.11290322580645161,0.07466838699803413
