group,n,median_tokens_mean,median_tokens_ci_low,median_tokens_ci_high,ttr_mean,ttr_ci_low,ttr_ci_high,mtld_mean,mtld_ci_low,mtld_ci_high,tokens_per_sentence_mean,tokens_per_sentence_ci_low,tokens_per_sentence_ci_high,canonical_sim_mean,canonical_sim_ci_low,canonical_sim_ci_high,adult_token_frac_mean,adult_token_frac_ci_low,adult_token_frac_ci_high,adult_turn_frac_mean,adult_turn_frac_ci_low,adult_turn_frac_ci_high
10+yr,21,325.0,277.0,370.0,0.37257021637507043,0.3482150958106884,0.39900141460261923,31.766010993472314,27.851579678455053,36.51915683479386,6.837088344596432,6.246912434106677,7.349635352563278,0.13141658222572372,0.11126669481015691,0.1502689371754836,0.030948463529109484,0.026371629789471454,0.035553874784842426,0.087320022758361,0.0749070139927854,0.10115368024198293
4-5yr,23,316.0,233.5,413.5,0.3419253619351564,0.3169402404757079,0.36796470540158266,22.961336794594484,19.964890299677382,26.317586755023758,6.0225586002640625,5.423832498211139,6.660801746929763,0.11493287422302848,0.10261181770094732,0.12754009313336248,0.28961301683351964,0.23555545046087295,0.3502295320354147,0.4181171527589659,0.3649344317178141,0.4778768568720877
5-6yr,25,281.0,228.0,383.0,0.33572030539963693,0.3119673870835158,0.3609627924399773,22.792922475389556,20.645526105022945,24.868167545470175,6.445461875573267,5.99035938796163,6.8241180586870245,0.12904057539280508,0.11721934155159039,0.14030296303068535,0.1673174940431265,0.13845585691305534,0.1991811179056354,0.3130251919011871,0.27137653922295724,0.3541857872465243
6-7yr,33,348.0,280.0,444.0,0.32713702813141543,0.3045695117630991,0.3509436875407143,23.81090446661381,21.348084450942014,26.70084454545714,6.858345575494553,6.475574806185122,7.248454917305409,0.13371901617925228,0.12199462774715043,0.1440499120088639,0.06914742565282858,0.0577929973012953,0.08187150241087293,0.17215966956207307,0.14891525698710098,0.19656892928226738
7-8yr,23,344.0,307.0,410.0,0.33924207469202533,0.31303935603266275,0.3681826172028637,27.21758162445085,23.832358409805327,30.4924931318255,6.834540595720391,6.44406685218967,7.217576920879433,0.12566948591657282,0.10884836463338708,0.1440442400194896,0.0809863920062199,0.06137288035814982,0.10603907239876692,0.17397185671005702,0.14734800022970762,0.2018265813314311
8-9yr,23,325.0,287.0,405.0,0.3629654189512406,0.3382138274811418,0.38777772064988864,29.54226807125706,26.620309483375305,32.68384343354199,7.119043141946813,6.638341611073962,7.655526331312131,0.09902743918364394,0.08174524498466053,0.11553867993189147,0.13015736567220856,0.10505186606806019,0.1550403816723041,0.17547916328075608,0.15077768999313612,0.19789959043427294
9-10yr,26,305.0,268.25,395.5,0.3708914164704096,0.3485668107523808,0.39342942467287956,30.19744553455636,27.36263806560438,32.922580331318954,7.144483380622926,6.743260554987136,7.538356469849344,0.12942082867064444,0.10856063964841049,0.150187930351761,0.03872924378031885,0.030052580208557823,0.051815479147128175,0.0960849166472834,0.08306581140196481,0.11073629225064752
