run_id,dataset,task,model_name,model_family,model_size,precision,context_fixed,short_context,long_contexts,target_region_tokens,k_targets,min_words,bootstrap_n,git_commit,date_run,endofdoc_summary_path,burst256_path,burst512_path,anchor_summary_path,anchor_path,metrics_path,n_docs_total,n_docs_endofdoc,n_docs_burst256_valid,n_docs_burst512_valid,n_docs_anchor512_valid
ecsc_v4.2_qwen7b_20260127,ECSC,narrative,Qwen/Qwen2.5-7B-Instruct,qwen,7B,bf16,512,32,"[512, 256]",40,20,200,1000,66e3d05,2026-01-27T11:32:58.661810,/Users/elanbarenholtz/Projects/lrtia/results/Qwen/v4.2_qwen7b/ecsc_v4.2_qwen7b_endofdoc_summary.csv,/Users/elanbarenholtz/Projects/lrtia/results/Qwen/v4.2_qwen7b/ecsc_v4.2_qwen7b_burst_summary_256.csv,/Users/elanbarenholtz/Projects/lrtia/results/Qwen/v4.2_qwen7b/ecsc_v4.2_qwen7b_burst_summary_512.csv,/Users/elanbarenholtz/Projects/lrtia/results/Qwen/v4.2_qwen7b/ecsc_v4.2_qwen7b_anchor_summary.csv,/Users/elanbarenholtz/Projects/lrtia/results/Qwen/v4.2_qwen7b/ecsc_v4.2_qwen7b_anchor.csv,/Users/elanbarenholtz/Projects/lrtia/results/Qwen/v4.2_qwen7b/ecsc_v4.2_qwen7b_metrics.csv,306,306,247,53,53
