metric,mean,ci_lo,ci_hi,condition
L50,9.891315987938258,9.664913128653698,10.120980358190886,full
L80,31.566237009721643,30.68451995085999,32.49922488170814,full
L90,54.466090306113564,52.940006569241746,55.94006966519822,full
tail_33_128,0.18674932063159388,0.18071046643337885,0.1927612091350335,full
tail_65_128,0.07227637752234098,0.06834340685424,0.07621084898477516,full
mean_lag,19.935517281364373,19.54416321690252,20.32694305024321,full
gain128,1.7290070976362457,1.7083163105062407,1.7480368680252938,full
