doc_id,author_id,age_months,age_bin,sex,word_count,token_count,contrast_W4,n_sent_W4,contrast_W16,n_sent_W16,contrast_W32,n_sent_W32,contrast_W64,n_sent_W64,contrast_W128,n_sent_W128
ECSC_1011_1_71M_1011_YR1,1011,71,5-6y,M,189,208,0.9265596416572978,3,1.0948657012375191,3,0.8052370302610606,3,0.1384054565814478,3,2.055479114691526,2.0
ECSC_1011_2_71M_1011_YR2,1011,71,5-6y,M,246,268,-1.055674966039203,3,-0.909752994688445,3,-0.46579230362466834,3,0.2527100378324851,3,0.1512130702901757,3.0
ECSC_1011_3_71M_1011_YR3,1011,71,5-6y,M,347,418,-0.4370967379584523,3,-0.0396686188945314,3,1.7987702262494663,3,2.1506160241222307,3,0.8115181964190384,3.0
ECSC_1083_1_71M_1083_YR1,1083,71,5-6y,M,332,377,-1.3837299722122076,3,-0.1671565604718729,3,0.5337651672650939,3,1.5425618813388475,3,0.43211395732027685,3.0
ECSC_1083_2_71M_1083_YR2,1083,71,5-6y,M,239,257,0.4837858182497306,3,2.10923508227825,3,2.3867680866278294,3,1.6955666626271313,3,2.0828188519068322,3.0
ECSC_1083_3_71M_1083_YR3,1083,71,5-6y,M,551,611,-0.4083196140452481,3,-0.768212457269705,3,1.600903813534418,3,1.013738205258407,3,1.8845701577231881,3.0
ECSC_1045_1_72F_1045_YR1,1045,72,5-6y,F,284,321,1.3909013851740066,3,2.8729686687368066,3,1.610037699080648,3,1.3316670514686686,3,2.353912189087994,3.0
ECSC_1045_2_72F_1045_YR2,1045,72,5-6y,F,389,440,0.08952635226091421,3,0.6491711765478091,3,0.8480672747743974,3,0.31056218487095677,3,1.6142817218826713,3.0
ECSC_1045_3_72F_1045_YR3,1045,72,5-6y,F,465,514,-0.3528038381047342,3,0.6192184638383003,3,0.37179284811667307,3,0.36221258359694347,3,0.3997553170676103,3.0
ECSC_2028_1_72F_2028_YR1,2028,72,5-6y,F,345,383,-1.6838512172494442,3,-1.3321750846782574,3,-1.001190539714494,3,-0.24807515508084546,3,-0.08483426938831078,3.0
ECSC_4008_1_72F_4008_YR1,4008,72,5-6y,F,306,337,-0.7323476569639437,3,1.1629687195756073,3,0.5562622217839039,3,0.7052050548424962,3,0.6780882505882584,3.0
ECSC_2007_1_72M_2007_YR1,2007,72,5-6y,M,467,520,1.8654694984559221,3,-0.25188119879188486,3,1.2717596126056858,3,0.853089151966194,3,0.553248430590079,3.0
