doc_id,child_id,narrative_idx,age_months,age_group,word_count,n_tokens,baseline_nll,max_ctx_used,half_life,early_slope,early_drop_pct,late_benefit_pct,total_benefit,ppl_min_ctx,ppl_max_ctx
PetMcc_08_N4,08,4,48,4yo,136,150,4.052631578947368,96,14.296868825689273,2.531313550422383,83.04290211404115,13.046545611128979,73.15679445632614,101.5948379518501,28.438043495523964
PetMcc_08_N5,08,5,48,4yo,49,66,5.660259046052632,32,19.074933736369363,2.465431977107661,100.0,,59.17036745058387,127.32338636737761,68.15301891679374
PetMcc_08_N8,08,8,48,4yo,62,77,2.9527483488384045,32,15.53777666062382,0.8851370161112543,100.0,,21.243288386670102,33.068568894924084,11.825280508253984
PetMcc_08_N9,08,9,48,4yo,78,84,2.570967824835526,48,15.124984148247638,0.840317889908853,66.68865368739259,,30.241470239224725,41.55632470786096,11.314854468636236
PetMcc_09_N1,09,1,48,4yo,61,71,4.608950966282895,32,12.900841459837677,0.552561383342954,100.00000000000001,,13.261473200230897,23.566763518576284,10.305290318345387
PetMcc_09_N2,09,2,48,4yo,87,117,2.3576501545153166,64,15.780297432221728,1.8892069499487472,81.51792960641116,,55.62085177786948,81.09140593575177,25.470554157882283
PetMcc_09_N3,09,3,48,4yo,53,64,3.216385690789474,32,13.57892426358277,0.1652619320322611,100.0,,3.9662863687742664,13.144470386992854,9.178184018218587
PetMcc_09_N6,09,6,48,4yo,60,72,4.071584601151316,32,26.833090699013777,0.40506910070525953,100.0,,9.721658416926228,27.39100840198166,17.669349985055433
PetMcc_09_N7,09,7,48,4yo,60,83,3.5247224506578947,48,15.331089556618696,2.320205840245752,85.38856207797886,,65.21358225361055,84.13500438189271,18.921422128282153
PetMcc_09_N8,09,8,48,4yo,57,72,3.616959421258224,32,12.958157234475149,0.9414885356609511,100.0,,22.595724855862827,77.57524584153194,54.97952098566911
PetMcc_09_N9,09,9,48,4yo,126,156,4.515614057842054,96,31.092543996108514,0.572719092318462,52.99147726600021,17.929993184158125,25.938620557125255,33.665550883660586,7.726930326535332
PetMcc_09_N10,09,10,48,4yo,55,63,3.6344572368421053,32,14.114853223353146,0.13841203318351467,100.0,,3.3218887964043518,13.550148372190185,10.228259575785833
PetMcc_09_N11,09,11,48,4yo,85,102,3.5421431692023027,64,17.559445488998524,1.1862188967993814,73.08765652736021,,38.95220462093725,60.68015003682675,21.727945415889504
PetMcc_10_N5,10,5,48,4yo,52,57,3.910226922286184,24,14.971962661838372,,,,12.20429888433797,35.32660032580109,23.12230144146312
PetMcc_10_N6,10,6,48,4yo,131,166,3.1952906156841077,96,20.580221744339006,0.1462961699596942,88.87144307399096,0.7773712808745651,3.950771988825979,7.918177792812466,3.9674058039864875
