metric,condition_a,condition_b,n_a,n_b,mean_a,mean_b,std_a,std_b,mean_diff,t_stat,p_value,cohens_d,mann_whitney_p,significant_p05,p_fdr
perplexity,courtroom,twitch,1254,1254,248.0702999801727,258.68505954932556,658.8661138766231,779.3823500397936,-10.614759569152852,-0.3683160636013088,0.7126695465627828,-0.01470912673888818,5.938887283420778e-08,False,0.7126695465627829
mean_word_entropy,courtroom,twitch,1254,1254,7.22254090688783,6.757240153538765,1.0463134476248928,1.0973502166437739,0.46530075334906495,10.867204116531502,6.533553052429518e-27,0.43399432836157514,2.5632328656484598e-26,True,1.9600659157288556e-26
mean_word_surprisal,courtroom,twitch,1254,1254,6.877876321895235,6.59120671929188,1.6843351444163512,2.0178497578449175,0.2866696026033546,3.862176936330583,0.0001153192068714043,0.15424048978214466,6.352615900766875e-05,True,0.00017297881030710644
