metric,real,perm_mean,perm_std,perm_2.5,perm_97.5,z_score,p_value
L50,10.810160452190054,20.49924357692617,0.5079442415005668,19.48283379363116,21.464598166869823,-19.075091974884185,0.0
L80,40.43104856796656,60.97732819453827,0.9147311048594234,59.23039544256826,62.74352679174927,-22.461551288046834,0.0
L90,69.6545190164174,92.91541689536442,1.452131999585874,90.18103085771737,95.75042485857179,-16.01844590270076,0.0
tail_33_128,0.2390494585283114,0.36361792243257735,0.006780645385122091,0.3499894732863204,0.3768874037675306,-18.37118103500477,0.0
tail_65_128,0.11024908772137439,0.18163768790582935,0.005557496346946153,0.17055787327367386,0.19243462522345578,-12.845460568529242,0.0
mean_lag,23.72704833501411,34.13044412990926,0.4912632018156207,33.189549500336554,35.11274142918675,-21.17682691568601,0.0
