doc_id,score,grade,ell,token_count,n_curves,alpha,intercept,r,p,benefit_at_1,benefit_total,benefit_short,benefit_long,ppl_drop_intact
2B7E0B85DA41,6,8.0,non_ELL,864,3,-0.9437710200562466,2.153410799905955,-0.7724993160720257,0.024642522953188715,8.614189624429667,20.194081508657025,-1.4276129730371139,8.27037631612517,30.49269367759295
2BB1B9853257,4,8.0,non_ELL,347,3,-1.1605358237558072,2.1342462138871463,-0.7169948436525886,0.02970786345448047,8.450674104664795,25.22277297689047,3.602787546447722,13.600539969285077,35.6179048506571
2C78AF6ADD75,3,9.0,non_ELL,314,3,-0.5756301515565457,0.9649976031012851,-0.6158740890273661,0.14088867877327413,2.6247813651319545,15.370678013551007,-1.7304083124484677,14.473882521896837,23.453222352939164
2D1749D9898F,3,8.0,non_ELL,280,3,-1.0132139625015215,2.035942020387655,-0.7721101848104747,0.024761340940161407,7.6594640993722125,26.05267597816004,8.376340016013177,14.381574353585094,22.00959166866585
2D557A2D84E9,3,9.0,non_ELL,492,3,-1.5021753930780826,2.9291337384830016,-0.9188586573838593,0.003446792131904433,18.711414495731923,20.334728374976237,7.111733728686758,4.588686212628023,23.862669196289005
2DFFBEFF2B10,3,,UNK,277,3,-1.371064559101715,0.8870933769850056,-0.44864853819311484,0.26485053614163284,2.4280619239863106,8.120211443649627,4.804754925531558,5.129099629738679,18.27776562024257
2E25F9F0DED6,6,11.0,non_ELL,1124,3,-0.6242199858961209,0.7650736351833944,-0.684709693853551,0.06099566092858393,2.149152622076329,14.24363467108047,-3.651025174016432,11.736774081789608,19.348538555287107
2E7B7DA84C7A,4,8.0,non_ELL,517,3,-0.9920622915038105,2.070384330413912,-0.9435154574461139,0.0014125638305837755,7.927869453760823,15.703865130638377,2.025662371293212,7.9335255709688575,23.14565135626524
2F191B309816,5,11.0,non_ELL,541,3,-1.0106256515924028,1.6660812746641016,-0.8141425962652695,0.013896049949960939,5.291391605327809,14.44678884396442,3.108396602693624,6.014981481779212,22.133336934233178
302578B02AF9,6,11.0,non_ELL,857,3,-0.9683108324104492,1.5161375242479505,-0.7310850468793899,0.03933868571776107,4.554599148195645,18.385491201239564,3.7332350646163093,8.525561937809497,18.0387735863221
309367E834ED,3,8.0,non_ELL,425,3,-0.99503499457625,0.873073876606326,-0.705794711959489,0.015228128027936614,2.3942592111445573,14.417006170473242,2.3991065830657945,6.232810056906391,16.25280646942162
30C8220EBBC5,4,8.0,non_ELL,513,3,-1.2193261554998638,2.445551616447918,-0.7767543286004924,0.01380558602424344,11.536911794235595,31.113413869869408,7.128771121949644,19.004056913250484,29.6776349239492
3109DD806F4D,4,10.0,non_ELL,566,3,-1.5733064839457582,2.6071483383215757,-0.8207372857404741,0.006707058898101712,13.560326200697958,14.301506694225894,1.4264119734705076,1.9194285976708034,21.79500901250723
317C1C9BCDA0,6,8.0,non_ELL,923,3,-0.902223880416789,0.4059394947309418,-0.7728653181549832,0.041606718404323756,1.5007117487428596,4.213778244793747,0.9149314405448479,0.47000042601464287,5.147077614225313
325B922888A7,2,10.0,non_ELL,318,3,-1.4348164395208665,3.1009434920524646,-0.9130225978309155,0.004087218462749552,22.2189047552203,16.398555800495195,6.825749299038332,2.6925062850874326,31.463299732611887
3275120B2E8A,4,8.0,non_ELL,564,3,-0.8137917415034983,1.4620904141593771,-0.8306251376797977,0.0015432926642909364,4.314970181830526,29.993628185616434,5.309958593135452,12.7125827171812,15.935547678286474
328A777ADA33,4,8.0,non_ELL,340,3,-1.3972648284049154,2.3364885229412504,-0.8738825171189563,0.0020690092163102858,10.344847016620214,15.601865325813714,4.061689393427358,8.73591271981965,18.037621694687196
340734FCEDC4,5,10.0,non_ELL,868,3,-0.9307149758287703,1.7980607626569938,-0.8820004118664159,0.008612599643822234,6.037927130065951,15.6821735541722,6.001367049056551,7.8532582196733465,23.437357153876285
342DA36F52E0,4,8.0,non_ELL,708,3,-2.0152492202561194,4.46980893560441,-0.7605799458076477,0.028444187582821596,87.34003384836114,39.04456881911878,1.5763552216639312,14.556545362477006,60.612413390434966
347D6A056DBE,4,10.0,non_ELL,479,3,-0.9715488428838223,1.2037403637727329,-0.879432770946123,0.001777471963542663,3.332558621530031,13.790996577356395,7.584901711890257,5.693783974295066,19.950925594960275
35D4D20892A6,3,8.0,non_ELL,354,3,-0.4674329668528381,0.3625681506026307,-0.5084158210525198,0.16223600515276443,1.4370151510976252,17.670188052005937,2.5599739046214296,11.789095062033898,21.53150902501071
36456C81A55A,6,8.0,non_ELL,1079,3,-0.6975916899458479,0.6141422037866094,-0.4699737594695447,0.2017584653501741,1.8480706514385459,20.484772190466792,0.3051725186907426,11.465495390685323,13.610017429009766
36D915FE56D5,2,10.0,non_ELL,303,3,-0.9383184623027729,1.3923249590725555,-0.6305755588490345,0.12895171028171903,4.0241952744690055,14.077553468967533,5.1691538354742335,4.918329115385489,20.883605934004546
36EB823B246D,2,10.0,non_ELL,361,3,-0.894319713839816,2.002026009982243,-0.9185015980649527,0.009692328511257982,7.404041575583152,15.591321901897507,-0.1318882699382975,11.3074155998483,19.537675543620708
3752D33FDE11,3,9.0,non_ELL,493,3,-1.234432125842169,3.2430050284028096,-0.9516174822053065,7.82238201834213e-05,25.610566709251234,42.4595384018364,1.1889718716936812,23.553153759014243,48.71745251769734
37A7110DB0C7,6,8.0,non_ELL,911,3,-1.3146481144050646,2.3400885622766943,-0.8486729758595848,0.0019033470856851123,10.3821559893894,25.870233941327847,5.443977353633258,14.071504028641192,25.18752820560603
38418C0F9D91,3,8.0,non_ELL,415,3,-1.1090406364072614,1.9278305247660215,-0.7554235229008434,0.01857561106693804,6.874579821182572,24.18097808320441,6.662715712863658,10.82149204086507,29.670961372798928
3869028BB079,6,11.0,non_ELL,808,3,-0.8113460630128625,1.3485753336677,-0.8197591487247671,0.006829081621857115,3.851933899214129,22.36928023749465,3.5226064958096686,11.662985580998187,19.207396334143212
38FC87B30D30,5,10.0,non_ELL,741,3,-1.0822236799685203,1.9285374705372043,-0.7741524902430723,0.008578609049277009,6.879441494583064,21.141054631716614,-0.7482469344974341,14.869400898461183,21.844625803369276
39B821028D1A,6,11.0,non_ELL,995,3,-0.8594890199470775,1.9342477144924313,-0.9044065702931811,0.013270384362890578,6.91883715616462,18.63732912434931,2.378075523009656,11.00781535836738,29.327248024962458
39D9DC17D35B,5,,UNK,516,3,-1.2919786120319294,2.248422670750378,-0.9158198636463672,0.003772299696937648,9.472782349497571,12.788214736216176,7.264398366830367,-0.9310624704618258,19.058789907167522
3AD47B68A985,6,9.0,non_ELL,1056,3,-1.4380786836966593,1.6435465963000382,-0.8044459760358369,0.008940887578341813,5.1734852774669475,5.687698137877114,0.28495480705154286,4.058768896897518,10.28823828037567
3AE58AC9DFC2,5,11.0,non_ELL,597,3,-1.1937587972352208,2.5218907665040433,-0.8595095954226747,0.006222420731353102,12.452118467953682,22.41689567367941,0.3083881983591503,16.716139005438396,18.113241947781468
3B2A626DE2B7,3,10.0,non_ELL,516,3,-1.0760861114875901,1.7900560228024613,-0.8919047443586559,0.0005232719066309795,5.989788021694776,18.164909874777422,4.258687271768331,10.671308084598758,28.12065863575208
3B9E54F5907B,3,10.0,non_ELL,466,3,-1.2142952035208308,2.624323433241934,-0.8663635351950334,0.0025145329354677075,13.795237628821821,12.857489820413836,1.1713629351720058,2.899748665123166,50.719916463530836
3BC738FE914F,6,8.0,non_ELL,1202,3,-0.8035786248083255,1.669492785818943,-0.8601747894009436,0.0029276695355943735,5.309474073547446,31.281237913375406,9.984994578061059,14.233881572284806,22.338580010089373
3BD4064486ED,2,10.0,ELL,299,3,-0.8673845554016788,1.5016009489773379,-0.6902875349226346,0.05808721136607702,4.488869772307005,12.421639634604668,1.9350535734698049,11.303614927418954,18.160006346810135
3CE85742FADE,5,8.0,non_ELL,573,3,-1.5288884536977119,3.192659878600749,-0.8847920763214822,0.0035001424566215456,24.353117707481196,22.516441336600828,19.35963432348457,-7.250827740421542,45.38032995327612
3D670976A2FE,6,11.0,non_ELL,953,3,-0.8533369796832834,1.274794530578319,-0.6469938389209049,0.05963832058216745,3.5779661719295444,22.092196220520655,4.6809666051088605,8.479018796506816,17.607309546595538
3D9CBC4F434F,3,10.0,ELL,686,3,-0.850160702157243,1.7904930338779772,-0.7481796640877966,0.03276186904763562,5.992406197444481,24.37459046751851,12.878091646323455,12.524032524386541,47.6366807978625
3EFE95094B2C,4,10.0,non_ELL,758,3,-0.7726034413736637,2.0998481802228923,-0.8879126211824645,0.0075989997699087665,8.164930220578963,25.403893379024638,11.276041130476884,11.754238012455588,23.047882650520975
3F4D8262235A,3,11.0,ELL,426,3,-0.5621690950529942,2.0452564996282767,-0.9526556328995766,0.0033091727028998702,7.731141318482115,32.631176695864426,1.9353124857336326,34.80778137918736,85.39800090895892
