doc_id,score,grade,ell,token_count,alpha,r,p,n_curves
007E0CBA8852,6,8.0,non_ELL,1191,-1.1423534951223808,-0.8975267829504866,0.0010246917671167617,3
008015604AA0,5,11.0,non_ELL,594,-1.1961747673760195,-0.8041630134550275,0.005042789754728922,3
00B144412785,2,9.0,non_ELL,370,-0.7410945917051182,-0.6831749216755051,0.1346660408928789,3
01612EE431CC,2,10.0,ELL,290,-0.9485494781341384,-0.8733066044358577,0.004613120445766874,3
019328A0D7A3,6,,UNK,780,-1.4573985063531087,-0.6668799989182861,0.04976731633534125,3
01E2760617E5,4,10.0,non_ELL,565,-1.1664393241825262,-0.9508039025799063,0.0010040087555272575,3
02F3A5CA96DF,4,,UNK,596,-2.447879271122308,-0.8195387770095339,0.04591090658223353,3
0322EFDA120C,6,11.0,non_ELL,1024,-1.0854541605752632,-0.8412928044096252,0.004473427558957387,3
037DF0312F1C,3,10.0,non_ELL,421,-0.9822618873477861,-0.6769792554256374,0.09482468359788426,3
03CD4C5553A4,6,8.0,non_ELL,810,-0.9743506768556915,-0.614215080348755,0.07844800482570845,3
04BC78F95F4A,6,10.0,non_ELL,1109,-0.9864743487853598,-0.7721442788694884,0.04192015327158304,3
04E2B40088AB,4,8.0,non_ELL,558,-0.6389569572004642,-0.6042014821398918,0.0848457274261864,3
054C082D0304,6,11.0,non_ELL,1136,-1.485384262242069,-0.874872218978205,0.004449666519919125,3
05C9186E77DF,3,10.0,non_ELL,607,-0.9153227144578134,-0.950267024451014,0.0010313235298047983,3
06BE6D6749EA,2,10.0,non_ELL,198,-0.8790403100605845,-0.8655219408899703,0.025910548537660436,3
07BD57F7F45F,6,11.0,non_ELL,900,-1.1554554184906636,-0.7908619215893261,0.019431604984422587,3
07D3CBDEFCEF,6,10.0,non_ELL,982,-1.1039020219506996,-0.7665116732641312,0.0444133985430668,3
07E4962801FC,3,,UNK,348,-0.6189390381210719,-0.6872793337774046,0.0879878846964866,3
07F1180D7666,2,10.0,non_ELL,230,-0.9518450076987187,-0.9289676457322339,0.00738919277093544,3
0821EB1AEDED,6,11.0,non_ELL,1170,-1.3002244671158312,-0.9028273435932351,0.005361954496968882,3
0839B4ACC2AF,5,11.0,non_ELL,550,-0.6950144162591839,-0.6668559957373463,0.03519423723406144,3
08BE7B30414F,3,9.0,non_ELL,423,-1.7617092845797593,-0.7971236582961326,0.031814297143602205,3
08CE03D82736,5,8.0,non_ELL,1282,-1.1843797283803301,-0.783805892952581,0.021343178223152025,3
093BD0824B7E,6,11.0,non_ELL,793,-0.7913141594938822,-0.7469300126923497,0.013049169518072362,3
0A6E7B9813A4,4,10.0,non_ELL,579,-1.2846401656557564,-0.8621585302279763,0.012561923371533066,3
0A7B1C9CEF07,5,,UNK,1256,-0.9664998288844695,-0.8554990846049815,0.006749267053062879,3
0B8629C697D5,2,9.0,non_ELL,355,-1.3028876900508628,-0.9280636181103743,0.002563775936059117,3
0BA5EF441ADD,3,8.0,non_ELL,798,-1.2906064086584133,-0.9625411704226751,0.00012773822225210698,3
0BDD43321AFD,6,11.0,non_ELL,1241,-0.4292451075103774,-0.3496656272648458,0.3563110725032116,3
0BFAE39E5020,5,8.0,non_ELL,796,-0.8208693758798877,-0.8538909568922018,0.006968260381675541,3
0C74C8D5BA24,3,10.0,non_ELL,489,-1.1829039625447106,-0.8388617725103082,0.009236697091644862,3
0DB421BA1BFD,6,11.0,non_ELL,913,-0.9492049874134549,-0.8832083558951127,0.0036419701883275493,3
0E3C2F922C3B,2,9.0,non_ELL,357,-1.6323302578652639,-0.7823183245196847,0.03761739267936431,3
0E89829FDE70,5,8.0,non_ELL,716,-1.1214700060992848,-0.9376122038873442,0.001805224869427719,3
0F10DC1AE015,6,8.0,non_ELL,1049,-1.1332366859504055,-0.9586729470055666,0.0006521634522233309,3
0F1830D67AF9,5,11.0,non_ELL,731,-1.4773970355112935,-0.9033587642427054,0.01355800088770924,3
0F5CE6695045,3,8.0,non_ELL,344,-1.0386476496684935,-0.785189854816751,0.007122405387841029,3
0F8DF7342EF8,6,11.0,non_ELL,1169,-1.0363705342050265,-0.929522661531457,9.907512950231308e-05,3
10B28752BA07,4,10.0,non_ELL,679,-0.9366748658329258,-0.9590318910112652,4.402218366009005e-05,3
112AA24D20BC,4,8.0,ELL,556,-0.59336977592756,-0.6568061082457303,0.07682942621306087,3
117F225ADDC2,3,8.0,non_ELL,511,-0.7725616678550624,-0.4283447777183981,0.2500347485043408,3
11C0555D3ACA,4,11.0,non_ELL,457,-1.075927622468801,-0.8227938171897886,0.0064553596247467065,3
12BCA50767E9,6,11.0,non_ELL,930,-0.42723924069102176,-0.3571731258158656,0.4315694780600483,3
130B05555BA1,2,6.0,non_ELL,252,-1.0761078748984834,-0.7714877777846822,0.02495212405994952,3
1385E7A90736,5,8.0,non_ELL,745,-1.1670130453599117,-0.766660653119209,0.015945353179068446,3
13AF1E268C99,5,11.0,non_ELL,531,-1.619972006571723,-0.9808449728808184,1.7319212046610493e-05,3
13D42BBC6B56,3,10.0,non_ELL,366,-1.0700308377921084,-0.7551612986334555,0.030284829961530365,3
13D9D5B7BD53,3,10.0,non_ELL,266,-1.007541488137056,-0.6289469633835744,0.09481212350256166,3
148CA62EF887,3,9.0,ELL,652,-1.0703879648339214,-0.9431322032922572,0.0014363461791489242,3
14A542270754,6,11.0,non_ELL,1285,-0.6820187132596356,-0.772867891114236,0.041605602267742306,3
14D67698786D,4,8.0,non_ELL,416,-0.7595735151621148,-0.9750099001610028,3.828850384551182e-05,3
150BD0070ED0,2,10.0,non_ELL,248,-0.9011942896185636,-0.7418131649377226,0.05628805911596553,3
1542F0A93AA8,5,10.0,non_ELL,535,-1.063713399893309,-0.6647012670008628,0.07213040652574418,3
154DA8FC14D7,4,8.0,non_ELL,500,-0.6819961431594626,-0.6522916615178039,0.056897470556815974,3
1590FD8BEA8E,5,8.0,non_ELL,918,-0.9703549201812369,-0.97457393904311,4.0314233738752034e-05,3
166AAEE811BD,4,9.0,non_ELL,716,-0.7933107881503887,-0.8212679442405632,0.0066414838266078986,3
169B43A80D26,2,6.0,non_ELL,241,-1.1466381169707625,-0.9429272362603744,0.00013825813563570803,3
17C8110957BA,4,10.0,non_ELL,939,-0.9150855352598688,-0.69351659565323,0.03827781450378974,3
18DD6D2A09F2,2,8.0,non_ELL,420,-2.096475354309264,-0.922678261782271,0.008736836949986686,3
190A7CF741CE,3,8.0,non_ELL,461,-1.1364525802629102,-0.9022494688671412,0.002167213482154887,3
1927C4B37295,5,11.0,non_ELL,548,-1.5221722170753036,-0.9464722033697655,0.0012368969455015834,3
1A067085A035,5,11.0,non_ELL,831,-0.10729524586552992,-0.12462557324251179,0.790068231539782,3
1AA1968CD760,2,6.0,non_ELL,245,-0.40016057763505275,-0.4553796285732885,0.18599481490236594,3
1AA55FB101FD,3,11.0,ELL,541,-0.5282654491848586,-0.5277081199787098,0.14424230588405268,3
1B4AFEB6E86E,5,,UNK,860,-0.8151042012124449,-0.6953064834401655,0.03757434295481032,3
1D222E2831FC,3,8.0,non_ELL,320,-0.9442033998651409,-0.8072171135203525,0.004754210935725414,3
1DD339DE06D4,2,8.0,non_ELL,397,-1.6475876118047392,-0.9666613478024019,0.00038284501291836504,3
1E5EFF5360E2,2,8.0,non_ELL,255,-1.0529802116604574,-0.8956719905515764,0.0026213581427949892,3
1EAABAD33B93,2,6.0,non_ELL,203,-1.4998126499971787,-0.9129788227767219,0.0005873503311861406,3
