doc_id,age_months,age_group,token_count,baseline_nll,tail_share_lag33_128,tail_share_lag49_128,tail_share_lag65_128,gini,top1_share,top3_share,effective_support,n_positive_bins
ECSC_2009_1_68M_2009_YR1,68,5yr,322,2.8892670631408692,0.24245281286846304,0.11556477070546585,0.08371408325277141,0.40060567084343734,0.24117928479313,0.5588161087256706,8.482878890222068,11
ECSC_2009_2_68M_2009_YR2,68,5yr,404,2.9855237722396852,0.16898834032976276,0.12540324474974626,0.07835173725265511,0.34879049839059983,0.1978119892026646,0.5205123252963957,9.03419096008711,11
ECSC_2006_1_69F_2006_YR1,69,5yr,289,2.3772480726242065,0.1164325931319512,0.05277883529225565,0.024285817874414955,0.4010902260373046,0.2389189939692305,0.5507127030826008,8.371765862315618,11
ECSC_2015_1_69F_2015_YR1,69,5yr,613,2.9686108410358427,0.17885543803488566,0.1071030807115928,0.08864479698240257,0.33938010419305353,0.20409426925969243,0.5017127184960961,9.143682064546326,11
ECSC_3001_1_69M_3001_YR1,69,5yr,346,2.2247007131576537,0.20385830027895704,0.14835228436940684,0.08446722584372489,0.27685462593239163,0.1888425585845912,0.48954012487454546,9.6715454923923,11
ECSC_2010_1_70F_2010_YR1,70,5yr,268,2.7519268453121186,0.16764442687900927,0.08271626405007365,0.06901857049881385,0.38057768473508014,0.2053611107569654,0.5581409895385505,8.509011929468073,11
ECSC_2010_2_70F_2010_YR2,70,5yr,368,2.1085492610931396,0.16607097384853123,0.11651673329618509,0.09099014385605439,0.3266790413081144,0.2171434739488332,0.4772375456461632,9.22786134434631,11
ECSC_1073_1_70M_1073_YR1,70,5yr,973,2.661264705657959,0.16711152331536744,0.13852064207148587,0.07752085762200472,0.35167720129342017,0.2499915069155723,0.5204595036315773,8.978185751670193,11
ECSC_1073_2_70M_1073_YR2,70,5yr,473,2.8797012090682985,0.251489386272106,0.1681818722439614,0.13431289897236684,0.35893213497964815,0.2555758960838025,0.5310286325062533,8.886540588795135,11
ECSC_1073_3_70M_1073_YR3,70,5yr,433,2.737634098529816,0.24240567524436482,0.1435607712748755,0.06372418405893993,0.27834248278256224,0.1701658315538731,0.43540207316927937,9.49965252154164,11
ECSC_1047_1_71F_1047_YR1,71,5yr,231,1.673855608701706,0.12756934086945731,0.05774687378056699,0.03206572484819894,0.43400477610796173,0.2968000629885163,0.5828355791600702,7.986173579002936,11
ECSC_1047_2_71F_1047_YR2,71,5yr,376,2.239328902959824,0.2044363416878338,0.13750267815154577,0.10581015050754644,0.29722855984033236,0.17784576904345173,0.45604918794280236,9.508006078640191,11
ECSC_1047_3_71F_1047_YR3,71,5yr,599,2.3052955865859985,0.1924498074583009,0.1265794676934111,0.09436256295404269,0.34115665326290756,0.2023956474077587,0.49532276579678464,9.098824770532568,11
ECSC_2021_1_71F_2021_YR1,71,5yr,183,3.154109573364258,0.13521181708458133,0.0936159950723838,0.022840079983747485,0.4342274583343184,0.24369450357133965,0.5645422600759679,7.954570412315375,10
ECSC_2030_1_71F_2030_YR1,71,5yr,283,2.4814725875854493,0.16014908116922638,0.10241650700413722,0.06982178938651808,0.3513270592774673,0.24784473282474345,0.5101043511591927,8.983826623008865,11
ECSC_4084_1_71F_4084_YR1,71,5yr,544,2.370728093385696,0.15864936296229445,0.12823754149133362,0.07154541231577285,0.36342505025552496,0.2235625465489284,0.5404910235250331,8.77605283915427,11
ECSC_1011_1_71M_1011_YR1,71,5yr,208,2.6274730920791627,0.1472653390894768,0.10505480856388806,0.05367837618121691,0.4052494160769555,0.22586916648652347,0.5517731824590338,8.23548276991922,10
ECSC_1011_2_71M_1011_YR2,71,5yr,268,2.573514696955681,0.19825823387965633,0.1494914983034476,0.11277284456893209,0.34538539017584236,0.2064954924248753,0.5132302747841392,9.103274013171557,11
